product_key,trans_dt,store_location_key,sales,units,trans_id
1.00E+15,7/6/15,6973,,5,3.11E+25
1.00E+15,12/22/15,6973,,1,3.18E+25
1.00E+15,9/30/15,6973,,1,3.15E+25
1.00E+15,9/8/15,6973,,1,3.14E+24
1.00E+15,11/5/15,6973,,1,3.16E+25
1.00E+15,10/9/15,6973,,1,3.15E+25
1.00E+15,10/5/15,6973,,1,3.15E+25
6410085266,10/29/15,6973,,1,3.16E+25
6968216200,4/7/15,6973,,1,3.07E+25
1.00E+15,4/2/15,6973,,1,3.07E+25
1.00E+15,5/19/15,6973,,1,3.09E+25
1.00E+15,9/18/15,6973,,1,3.14E+25
1.00E+15,11/25/15,6973,,1,3.17E+25
1.00E+15,1/28/16,7167,,1,3.71E+22
1.00E+15,7/8/15,6973,,2,3.12E+25
1.00E+15,1/29/16,7167,,1,5.73E+22
7339000011,12/3/15,6973,,1,3.17E+25
6210000240,5/21/15,6973,,1,3.09E+25
6625906411,8/14/15,6973,,1,3.13E+25
1.00E+15,11/11/15,6973,,1,3.16E+25
5770022296,10/26/15,6973,,2,3.16E+24
1.00E+15,1/11/16,6973,,1,3.19E+25
1.00E+15,7/9/15,6973,,2,3.12E+25
1.00E+15,1/5/16,6973,,1,3.18E+24
1.00E+15,6/1/15,6973,,1,3.10E+25
1.00E+15,9/14/15,6973,,1,3.14E+25
5639405695,8/26/15,6973,,1,3.13E+25
1.00E+15,12/4/15,6973,,1,3.17E+25
1.00E+15,3/31/15,6973,,1,3.07E+25
1.00E+15,4/21/15,6973,,1,2.01E+24
1.00E+15,10/28/15,6973,,1,3.16E+25
1.00E+15,8/7/15,6973,,1,2.04E+24
5847810306,12/23/15,6973,,1,3.18E+24
6490007069,9/25/15,6973,,1,3.15E+25
5849635277,10/1/15,6973,,1,3.15E+25
1.00E+15,10/6/15,6973,,1,3.15E+25
77105804101,11/5/15,6973,,1,3.16E+25
1.00E+15,11/24/15,6973,,1,3.17E+24
77105880036,4/6/15,6973,,1,3.07E+25
1.00E+15,12/28/15,6973,,1,3.18E+25
1.00E+15,4/29/15,6973,,1,3.08E+25
3660230032,1/20/16,6973,,1,3.19E+25
87279800078,7/9/15,6973,,1,3.12E+25
1.00E+15,4/2/15,6973,,2,3.07E+25
6490040955,5/25/15,6973,,1,3.10E+25
1.00E+15,9/1/15,6973,,1,3.14E+25
1.00E+15,10/16/15,6973,,1,3.15E+25
1.00E+15,7/13/15,6973,,1,3.12E+24
1.00E+15,1/27/16,7167,,1,2.56E+22
5770022118,11/27/15,6973,,1,3.17E+25
1.00E+15,12/21/15,6973,,1,3.18E+25
77105810883,6/12/15,6973,,2,3.10E+24
77105880035,4/27/15,6973,,1,3.08E+25
1.00E+15,11/23/15,6973,,1,3.17E+25
5980000003,6/25/15,6973,,1,3.11E+25
6700000932,12/4/15,6973,,1,3.17E+25
1.00E+15,9/30/15,6973,,1,3.15E+25
5873832663,10/23/15,6973,,1,3.16E+25
1.00E+15,7/7/15,6973,,1,3.11E+25
5849642239,10/28/15,6973,,1,3.16E+25
1.00E+15,10/15/15,6973,,1,2.07E+24
1.00E+15,10/15/15,6973,,1,2.07E+24
1.00E+15,11/25/15,6973,,1,3.17E+25
1.00E+15,5/4/15,6973,,3,3.09E+25
1.00E+15,12/18/15,6973,,1,3.18E+25
1.00E+15,9/11/15,6973,,1,3.14E+25
1.00E+15,11/12/15,6973,,1,3.16E+25
77904000899,8/14/15,6973,,2,3.13E+25
6458900111,1/5/16,6973,,1,3.18E+25
5770022995,10/16/15,6973,,1,3.15E+25
1.00E+15,5/13/15,6973,,1,2.02E+24
6170090032,10/28/15,6973,,1,3.16E+25
1.00E+15,1/4/16,6973,,1,3.18E+25
5980000060,9/1/15,6973,,2,3.14E+25
1.00E+15,5/28/15,6973,,1,3.10E+25
1.00E+15,11/24/15,6973,,1,3.17E+25
5980000011,9/10/15,6973,,4,3.14E+24
36519732601,6/16/15,6973,,2,3.11E+25
5849640461,7/6/15,6973,,1,3.11E+25
6490042414,9/8/15,6973,,1,3.14E+25
1.00E+15,10/13/15,6973,,1,3.15E+25
1.00E+15,6/16/15,6973,,2,3.10E+24
1.00E+15,7/7/15,6973,,1,3.11E+25
1.00E+15,10/29/15,6973,,1,3.16E+25
1.00E+15,6/15/15,6973,,3,3.10E+25
1.00E+15,10/21/15,6973,,1,3.15E+25
1.00E+15,11/19/15,6973,,1,3.17E+25
1.00E+15,1/29/16,7167,,1,5.47E+22
1.00E+15,10/22/15,6973,,1,3.16E+25
1.00E+15,1/5/16,6973,10.88,1,3.18E+24
1.00E+15,9/29/15,6973,16.41,1,3.15E+25
1.00E+15,1/19/16,6973,10.88,1,3.19E+25
5849635277,1/6/16,6973,3.36,1,3.18E+25
1.00E+15,10/28/15,6973,0,1,3.16E+25
6700000829,12/29/15,6973,2.3,1,3.18E+25
1.00E+15,10/22/15,6973,1.78,1,3.16E+25
1.00E+15,4/8/15,6973,0,4,3.07E+25
1.00E+15,11/13/15,6973,71.41,1,2.08E+24
1.00E+15,4/29/15,6973,0,1,3.08E+25
1.00E+15,10/30/15,6973,51.42,1,3.16E+25
77105880035,1/11/16,6973,1.76,1,3.19E+25
1.00E+15,4/21/15,6973,255.91,3,3.08E+25
1.00E+15,6/12/15,6973,24.9,1,2.02E+24
1.00E+15,1/18/16,6973,10.88,1,3.19E+25
1.00E+15,10/2/15,6973,51.07,1,3.15E+25
5980000003,10/26/15,6973,3.36,1,3.16E+25
77105810228,7/29/15,6973,22.23,1,3.12E+25
1.00E+15,7/15/15,6973,-76.52,-1,3.12E+24
1.00E+15,7/10/15,6973,0,1,3.12E+25
6202152800,10/7/15,6973,48.04,1,3.15E+25
1.00E+15,1/27/16,6973,7.32,1,3.19E+25
6120022501,5/29/15,6973,8.53,1,3.10E+24
6210739130,1/29/16,7167,32.02,1,4.67E+21
5980000011,10/28/15,6973,3.36,1,3.16E+25
1.00E+15,11/30/15,6973,112.3,1,3.17E+25
5610077433,4/20/15,6973,15.65,1,3.08E+24
1.00E+15,4/15/15,6973,124.46,1,3.08E+25
1.00E+15,4/21/15,6973,165.22,1,2.01E+24
5980021692,9/1/15,6973,3.19,1,3.14E+25
1.00E+15,4/28/15,6973,7.32,1,3.08E+25
1.00E+15,4/10/15,6973,0,1,3.08E+25
1.00E+15,1/29/16,7167,17.43,1,5.67E+22
1.00E+15,7/10/15,6973,10.75,1,2.03E+24
1.00E+15,5/19/15,6973,52.85,6,3.09E+25
5980000002,4/20/15,6973,3.19,1,3.08E+25
77105810007,11/18/15,6973,26.98,4,3.17E+25
77105880035,5/11/15,6973,1.58,1,3.09E+25
1.00E+15,11/20/15,6973,0,1,3.17E+25
1.00E+15,11/23/15,6973,7.21,1,3.17E+25
6752000006,5/27/15,6973,30.78,1,3.10E+25
1.00E+15,12/23/15,6973,23.12,1,3.18E+25
1.00E+15,7/16/15,6973,128.84,2,3.12E+25
5980029944,8/12/15,6973,2.3,1,3.13E+25
77105880035,4/15/15,6973,1.58,1,3.08E+25
77105880035,4/24/15,6973,3.17,2,3.08E+25
77105880035,5/22/15,6973,1.58,1,3.10E+25
1.00E+15,11/24/15,6973,6.14,1,3.17E+25
5980021692,8/24/15,6973,3.19,1,3.13E+25
1.00E+15,10/15/15,6973,0,1,3.15E+25
1.00E+15,12/10/15,6973,0,1,3.17E+25
1.00E+15,12/18/15,6973,1.78,1,3.18E+24
6458900213,6/19/15,6973,7.81,1,3.11E+25
1.00E+15,10/8/15,6973,0,1,3.15E+25
1.00E+15,11/9/15,6973,7.32,1,3.16E+25
77105880035,11/4/15,6973,1.76,1,3.16E+25
77105804099,9/1/15,6973,23.12,1,3.14E+24
1.00E+15,10/14/15,6973,0,1,3.15E+24
5854212001,5/13/15,6973,5.86,1,3.09E+25
6210000240,11/26/15,6973,2.3,1,3.17E+25
1.00E+15,1/29/16,7167,45.62,1,5.88E+22
1.00E+15,11/11/15,6973,0,1,3.16E+25
1.00E+15,4/28/15,6973,14.63,2,3.08E+25
1.00E+15,11/26/15,6973,0,1,3.17E+25
1.00E+15,5/13/15,6973,0,1,3.09E+25
1.00E+15,9/23/15,6973,0,1,3.14E+24
1.00E+15,11/5/15,6973,0,1,3.16E+24
1.00E+15,5/4/15,6973,9.9,1,3.09E+25
1.00E+15,5/15/15,6973,0,1,3.09E+25
6410085268,5/5/15,6973,1.94,1,3.09E+25
1.00E+15,12/9/15,6973,0,1,3.17E+25
1.00E+15,10/20/15,6973,0,1,3.15E+25
1.00E+15,12/9/15,6973,7.32,1,3.17E+25
1.00E+15,11/12/15,6973,20.26,1,3.16E+25
1.00E+15,8/18/15,6973,-78.5,-1,3.13E+25
1.00E+15,8/10/15,6973,1.78,1,2.05E+24
41600000235,8/11/15,6973,3.56,1,3.13E+25
1.00E+15,12/24/15,6973,0,1,3.18E+25
1.00E+15,5/13/15,6973,61.09,1,2.02E+24
1.00E+15,8/10/15,6973,0,1,3.13E+25
1.00E+15,8/6/15,6973,0,1,3.13E+25
1.00E+15,8/7/15,6973,255.52,1,2.04E+24
1.00E+15,10/6/15,6973,1.78,1,3.15E+25
1.00E+15,4/22/15,6973,61.82,1,3.08E+25
6210000240,10/20/15,6973,2.3,1,3.15E+25
1.00E+15,7/6/15,6973,11.39,1,3.11E+25
1.00E+15,12/8/15,6973,11.55,1,3.17E+25
1.00E+15,7/14/15,6973,62.62,3,3.12E+25
1.00E+15,12/21/15,6973,8.88,1,3.18E+25
1.00E+15,8/4/15,6973,42.11,4,3.13E+25
1.00E+15,11/9/15,6973,7.32,1,3.16E+25
1.00E+15,11/16/15,6973,16.59,1,3.16E+25
77105880035,4/22/15,6973,1.58,1,3.08E+25
7830008109,4/9/15,6973,12.09,1,3.08E+25
77105803795,11/25/15,6973,24.01,1,3.17E+25
6360167726,7/16/15,6973,39.14,1,3.12E+25
1.00E+15,9/23/15,6973,7.32,1,3.14E+25
1.00E+15,12/29/15,6973,7.32,1,3.18E+25
1.00E+15,5/29/15,6973,0,1,3.10E+25
1.00E+15,4/14/15,6973,38.96,1,3.08E+25
1.00E+15,1/27/16,7167,52.76,1,2.97E+22
1.00E+15,1/28/16,7167,234.34,1,3.52E+22
1.00E+15,9/9/15,6973,17.8,1,3.14E+25
1.00E+15,6/9/15,6973,0,1,3.10E+25
72225212109,9/1/15,6973,13.3,3,3.14E+25
1.00E+15,12/22/15,6973,0,1,3.18E+25
1.00E+15,1/27/16,7167,27.48,1,2.86E+22
77105880035,6/16/15,6973,1.58,1,3.11E+25
1.00E+15,11/12/15,6973,0,1,3.16E+25
1.00E+15,11/20/15,6973,0,1,3.17E+25
1.00E+15,7/30/15,6973,3.56,2,3.12E+25
77105890009,4/22/15,6973,85.33,6,3.08E+25
1.00E+15,11/18/15,6973,1.78,1,3.17E+25
1.00E+15,1/25/16,7167,25.88,1,6.57E+21
1.00E+15,12/22/15,6973,0,1,3.18E+25
1.00E+15,12/18/15,6973,0,1,3.18E+25
6360108701,12/30/15,6973,48.93,1,3.18E+25
1.00E+15,4/2/15,6973,22.87,7,3.07E+25
1.00E+15,12/21/15,6973,312.16,1,3.18E+25
1.00E+15,11/13/15,6973,19.56,1,3.16E+25
1.00E+15,11/6/15,6973,0,1,3.16E+25
77105810163,10/13/15,6973,27.73,2,3.15E+25
1.00E+15,9/29/15,6973,7.32,1,3.15E+25
1.00E+15,10/15/15,6973,99.75,1,2.07E+24
77105810584,10/28/15,6973,16,1,3.16E+25
1.00E+15,1/5/16,6973,0,1,3.18E+25
6081500705,10/14/15,6973,11.2,1,3.15E+24
1.00E+15,1/21/16,6973,10.88,1,3.19E+25
1.00E+15,5/25/15,6973,368.44,1,3.10E+25
1.00E+15,7/8/15,6973,0,1,3.11E+25
1.00E+15,5/27/15,6973,3.56,2,3.10E+25
1.00E+15,9/15/15,6973,1.78,1,3.14E+25
1.00E+15,5/5/15,6973,7.32,1,3.09E+25
1.00E+15,12/15/15,6973,0,1,3.18E+25
1.00E+15,12/4/15,6973,0,1,3.17E+25
1.00E+15,10/26/15,6973,1.78,1,3.16E+25
1.00E+15,1/6/16,6973,1.78,1,3.18E+25
1.00E+15,11/13/15,6973,0,1,3.16E+25
1.00E+15,1/4/16,6973,0,1,3.18E+25
1.00E+15,1/7/16,6973,2.17,1,3.18E+25
1.00E+15,5/11/15,6973,110.88,1,3.09E+25
6230001938,9/25/15,6973,17.78,1,3.15E+25
1.00E+15,7/28/15,6973,0,2,3.12E+25
1.00E+15,12/4/15,6973,7.32,1,3.17E+25
5610010281,10/28/15,6973,8.49,3,3.16E+25
1.00E+15,8/6/15,6973,0.87,1,3.13E+25
1.00E+15,7/6/15,6973,39.18,3,3.11E+24
5770033148,4/30/15,6973,3.19,1,3.09E+25
6490040965,9/28/15,6973,4.08,1,3.15E+25
1.00E+15,9/9/15,6973,36.63,1,3.14E+25
1.00E+15,4/21/15,6973,104.17,1,2.01E+24
5899700006,10/13/15,6973,4.97,1,3.15E+25
1.00E+15,7/9/15,6973,36.58,5,3.12E+24
1.00E+15,6/23/15,6973,0,1,3.11E+25
1.00E+15,12/10/15,6973,0,1,3.17E+25
77105880035,1/25/16,6973,1.76,1,3.19E+25
5770022648,11/18/15,6973,4.97,1,3.17E+25
1.00E+15,4/29/15,6973,0,2,3.08E+25
77703400038,5/4/15,6973,4.2,4,3.09E+25
1.00E+15,1/15/16,6973,22.52,1,2.10E+24
6490007069,4/22/15,6973,1.76,1,3.08E+25
1.00E+15,1/15/16,6973,0,1,3.19E+25
1.00E+15,10/2/15,6973,0,1,3.15E+25
1.00E+15,8/31/15,6973,91.65,1,3.14E+25
1.00E+15,6/12/15,6973,101.55,1,2.02E+24
5565630205,9/22/15,6973,9.77,1,3.14E+25
1.00E+15,1/5/16,6973,2.17,1,3.18E+25
5650012025,4/9/15,6973,14.22,1,3.08E+25
1.00E+15,4/16/15,6973,0,2,3.08E+25
1.00E+15,11/20/15,6973,0,1,3.17E+25
1.00E+15,12/21/15,6973,15.18,1,3.18E+25
1.00E+15,11/18/15,6973,0,1,3.17E+25
1.00E+15,11/19/15,6973,2.17,1,3.17E+25
6260096190,6/9/15,6973,32.02,1,3.10E+24
1.00E+15,10/9/15,6973,0,1,3.15E+25
1.00E+15,12/23/15,6973,7.32,1,3.18E+25
1.00E+15,10/20/15,6973,2.17,1,3.15E+25
6700000829,6/24/15,6973,2.12,1,3.11E+25
5770062821,11/2/15,6973,10.66,1,3.16E+25
1.00E+15,1/26/16,7167,23.67,1,1.63E+22
1.00E+15,10/13/15,6973,0,1,3.15E+25
1.00E+15,10/13/15,6973,0,1,3.15E+25
1.00E+15,1/28/16,7167,6.37,1,3.71E+22
1.00E+15,11/13/15,6973,0,1,3.16E+25
1.00E+15,11/9/15,6973,0,1,3.16E+25
1.00E+15,3/31/15,6973,7.32,1,3.07E+25
1.00E+15,11/16/15,6973,10.68,1,3.16E+25
1.00E+15,4/21/15,6973,0,1,3.08E+25
1.00E+15,10/30/15,6973,0,-1,3.16E+25
5980000003,7/10/15,6973,6.37,2,3.12E+25
1.00E+15,10/15/15,6973,162.55,1,2.07E+24
1.00E+15,5/27/15,6973,0,1,3.10E+25
3600019703,6/24/15,6973,48.04,1,3.11E+25
1.00E+15,10/16/15,6973,2.12,1,3.15E+25
6672100298,8/24/15,6973,7.1,1,3.13E+25
1.00E+15,11/27/15,6973,10.38,1,3.17E+25
1.00E+15,11/23/15,6973,2.17,1,3.17E+25
1.00E+15,1/21/16,6973,0,1,3.19E+25
1.00E+15,1/7/16,6973,56.76,1,3.18E+25
1.00E+15,7/10/15,6973,0,1,3.12E+25
1.00E+15,9/8/15,6973,0,1,3.14E+25
1.00E+15,12/21/15,6973,0,1,3.18E+25
5980000003,7/14/15,6973,3.19,1,3.12E+25
1.00E+15,10/15/15,6973,71.75,1,2.07E+24
77703400038,6/24/15,6973,1.05,1,3.11E+25
1.00E+15,7/3/15,6973,0,1,3.11E+25
1.00E+15,9/16/15,6973,7.32,1,3.14E+25
1.00E+15,11/24/15,6973,0,1,2.08E+23
1.00E+15,10/19/15,6973,40.07,1,3.15E+25
1.00E+15,12/8/15,6973,2.12,1,3.17E+25
1.00E+15,8/14/15,6973,8.24,1,3.13E+25
5559944011,5/1/15,6973,16,1,3.09E+25
1.00E+15,5/14/15,6973,1.78,1,3.09E+25
1.00E+15,8/13/15,6973,0,1,3.13E+25
1.00E+15,6/12/15,6973,51.21,1,2.03E+24
1.00E+15,4/6/15,6973,0,4,3.07E+25
1.00E+15,6/3/15,6973,0,2,3.10E+24
77105810161,11/10/15,6973,17.78,1,3.16E+24
1.00E+15,4/29/15,6973,7.32,1,3.08E+25
1.00E+15,6/18/15,6973,0,1,3.11E+25
5980000002,4/20/15,6973,3.19,1,3.08E+25
9243780050,4/9/15,6973,8.1,1,3.08E+25
1.00E+15,10/29/15,6973,0,1,3.16E+25
77105810780,5/4/15,6973,29.35,1,3.09E+25
5980000060,10/22/15,6973,3.36,1,3.16E+25
1.00E+15,1/28/16,7167,26.82,1,3.61E+22
1.00E+15,12/9/15,6973,76.93,1,2.09E+23
77105810122,4/13/15,6973,15.11,1,3.08E+24
1.00E+15,9/21/15,6973,53.92,1,3.14E+25
1.00E+15,11/24/15,6973,7.32,1,3.17E+24
7478000073,6/17/15,6973,6.73,2,3.11E+25
1.00E+15,4/29/15,6973,0,1,3.08E+25
1.00E+15,11/13/15,6973,0,1,3.16E+25
1.00E+15,6/23/15,6973,8.88,1,3.11E+25
1.00E+15,10/26/15,6973,0,1,3.16E+25
1.00E+15,9/17/15,6973,0,1,3.14E+24
1.00E+15,1/7/16,6973,10.57,1,3.18E+25
1.00E+15,1/28/16,6973,4.95,1,3.19E+25
1.00E+15,12/29/15,6973,51.21,1,3.18E+24
1.00E+15,11/23/15,6973,0,1,3.17E+25
1.00E+15,11/13/15,6973,64.49,1,2.08E+24
77105810392,7/21/15,6973,22.23,1,3.12E+25
5980000021,12/10/15,6973,3.36,1,3.17E+25
77105880035,11/10/15,6973,1.76,1,3.16E+25
1.00E+15,9/22/15,6973,222.07,1,2.06E+23
1.00E+15,12/8/15,6973,0,1,3.17E+25
1.00E+15,8/28/15,6973,1.78,1,3.13E+25
1.00E+15,11/6/15,6973,14.69,1,3.16E+25
5854208020,8/28/15,6973,7.21,1,3.13E+25
1.00E+15,9/14/15,6973,0,1,3.14E+25
1.00E+15,12/22/15,6973,7.32,1,3.18E+24
1.00E+15,5/27/15,6973,0,2,3.10E+25
1.00E+15,9/23/15,6973,0,1,3.14E+25
77105880163,10/8/15,6973,8.53,1,3.15E+25
1.00E+15,9/21/15,6973,7.32,1,3.14E+25
1.00E+15,12/11/15,6973,0,1,3.18E+25
1.00E+15,11/17/15,6973,0,1,3.17E+25
1.00E+15,1/4/16,6973,7.32,1,3.18E+25
1.00E+15,12/7/15,6973,0,1,3.17E+25
1.00E+15,7/3/15,6973,0,1,3.11E+25
1.00E+15,6/30/15,6973,0,2,3.11E+25
1.00E+15,4/24/15,6973,0,1,3.08E+25
6723884627,10/5/15,6973,8.53,1,3.15E+25
1.00E+15,5/8/15,6973,0,1,3.09E+25
1.00E+15,12/4/15,6973,1.78,1,3.17E+25
3980008862,9/28/15,6973,13.33,1,3.15E+25
1.00E+15,1/8/16,6973,0,1,3.18E+25
77105810492,9/4/15,6973,7.1,1,3.14E+25
1.00E+15,5/1/15,6973,0,1,3.09E+25
1.00E+15,6/12/15,6973,25.54,1,2.02E+24
5660079321,4/14/15,6973,3.19,1,3.08E+25
1.00E+15,7/7/15,6973,16.41,1,3.11E+25
1.00E+15,8/31/15,6973,0,1,3.14E+25
6210000240,1/6/16,6973,2.3,1,3.18E+25
1.00E+15,11/23/15,6973,0,1,3.17E+25
1.00E+15,6/23/15,6973,25.85,7,3.11E+25
1.00E+15,12/18/15,6973,7.32,1,3.18E+25
1.00E+15,11/11/15,6973,7.32,1,3.16E+25
77105880035,5/28/15,6973,1.58,1,3.10E+25
1.00E+15,5/22/15,6973,1.78,1,3.09E+25
1.00E+15,6/5/15,6973,10.8,1,3.10E+25
1.00E+15,8/25/15,6973,12.71,1,3.13E+25
5770021587,5/14/15,6973,3.01,1,3.09E+25
6202000542,8/4/15,6973,3.54,1,3.13E+24
4138831600,12/3/15,6973,9.77,1,3.17E+25
62879100523,1/28/16,7167,26.68,1,3.41E+21
1.00E+15,8/7/15,6973,70.99,1,2.04E+24
5660079321,6/19/15,6973,3.19,1,3.11E+25
5760663232,10/2/15,6973,8.88,1,3.15E+24
1.00E+15,1/27/16,7167,158.62,1,2.51E+22
1.00E+15,9/18/15,6973,0,1,3.14E+25
1.00E+15,9/8/15,6973,0,1,3.14E+25
5770032944,4/7/15,6973,3.19,1,3.07E+25
1.00E+15,10/7/15,6973,151.28,1,3.15E+25
1.00E+15,6/17/15,6973,0,1,3.11E+25
1.00E+15,10/7/15,6973,1.78,1,3.15E+25
1.00E+15,8/14/15,6973,2.17,1,3.13E+25
77105890016,10/16/15,6973,6.35,3,3.15E+25
1.00E+15,7/3/15,6973,31.03,2,3.11E+25
5980001044,7/22/15,6973,2.3,1,3.12E+25
1.00E+15,4/10/15,6973,0,1,3.08E+25
1.00E+15,6/9/15,6973,75.08,2,3.10E+25
1.00E+15,1/26/16,7167,78.93,1,2.06E+22
77703400038,6/24/15,6973,2.1,2,3.11E+25
77105880035,8/12/15,6973,1.58,1,3.13E+24
1.00E+15,10/15/15,6973,89.36,1,2.07E+24
1.00E+15,11/2/15,6973,19.56,1,3.16E+25
1.00E+15,5/29/15,6973,0,1,3.10E+25
1.00E+15,11/13/15,6973,85.17,1,3.16E+25
1.00E+15,7/8/15,6973,2.65,1,3.11E+24
6700000932,7/15/15,6973,2.12,1,3.12E+25
1.00E+15,11/4/15,6973,0,1,3.16E+25
1.00E+15,1/27/16,7167,35.76,1,2.51E+22
1.00E+15,1/4/16,6973,7.32,1,3.18E+25
1.00E+15,12/31/15,6973,0,1,3.18E+25
1.00E+15,12/9/15,6973,47.12,1,2.09E+23
5621991016,4/27/15,6973,12.09,1,3.08E+25
1.00E+15,12/15/15,6973,24.65,1,3.18E+25
1.00E+15,9/10/15,6973,46.1,1,3.14E+25
1.00E+15,1/20/16,6973,0,1,2.11E+24
1.00E+15,5/4/15,6973,129.21,1,3.09E+24
1.00E+15,10/9/15,6973,0,1,3.15E+25
1.00E+15,9/16/15,6973,1.78,1,3.14E+25
1.00E+15,12/16/15,6973,15.04,1,3.18E+25
