trans_dt,store_location_key,product_key,sales,units,trans_key
9/1/15,6973,1E+15,0,1,3.13561E+25
10/16/15,6973,1E+15,1.78,1,3.15337E+25
7/13/15,6973,1E+15,0,1,3.1166E+24
1/27/16,7167,1E+15,9.83,1,2.55717E+22
11/27/15,6973,5770022118,4.97,1,3.16979E+25
12/21/15,6973,1E+15,0,1,3.17851E+25
6/12/15,6973,77105810883,17.05,2,3.10353E+24
4/27/15,6973,77105880035,1.58,1,3.08347E+25
11/23/15,6973,1E+15,0,1,3.16757E+25
6/25/15,6973,5980000003,3.19,1,3.11074E+25
12/4/15,6973,6700000932,2.3,1,3.17274E+25
9/30/15,6973,1E+15,11.55,1,3.14672E+25
10/23/15,6973,5873832663,17.78,1,3.15612E+25
7/7/15,6973,1E+15,8.88,1,3.11473E+25
10/28/15,6973,5849642239,3.36,1,3.15761E+25
10/15/15,6973,1E+15,66.64,1,2.06617E+24
10/15/15,6973,1E+15,7.32,1,2.07087E+24
11/25/15,6973,1E+15,7.32,1,3.16859E+25
5/4/15,6973,1E+15,53.56,3,3.08638E+25
12/18/15,6973,1E+15,75.28,1,3.17802E+25
9/11/15,6973,1E+15,0,1,3.13985E+25
11/12/15,6973,1E+15,0,1,3.16377E+25
8/14/15,6973,77904000899,3.42,2,3.12926E+25
1/5/16,6973,6458900111,23.12,1,3.18272E+25
10/16/15,6973,5770022995,3.19,1,3.15326E+25
5/13/15,6973,1E+15,109.74,1,2.01707E+24
10/28/15,6973,6170090032,62.28,1,3.15783E+25
1/4/16,6973,1E+15,0,1,3.18243E+25
9/1/15,6973,5980000060,6.37,2,3.13567E+25
5/28/15,6973,1E+15,1.78,1,3.09746E+25
11/24/15,6973,1E+15,0,1,3.16822E+25
9/10/15,6973,5980000011,12.74,4,3.13881E+24
6/16/15,6973,36519732601,8.76,2,3.10519E+25
7/6/15,6973,5849640461,1.71,1,3.11407E+25
9/8/15,6973,6490042414,5.86,1,3.13786E+25
10/13/15,6973,1E+15,13.58,1,3.15152E+25
6/16/15,6973,1E+15,99.63,2,3.1046E+24
7/7/15,6973,1E+15,27.32,1,3.11466E+25
10/29/15,6973,1E+15,7.32,1,3.15833E+25
6/15/15,6973,1E+15,21.95,3,3.10408E+25
10/21/15,6973,1E+15,26.18,1,3.15476E+25
11/19/15,6973,1E+15,0,1,3.16658E+25
1/29/16,7167,1E+15,19.1,1,5.46717E+22
10/22/15,6973,1E+15,0,1,3.15538E+25
1/5/16,6973,1E+15,10.88,1,3.18263E+24
9/29/15,6973,1E+15,16.41,1,3.14643E+25
1/19/16,6973,1E+15,10.88,1,3.18831E+25
1/6/16,6973,5849635277,3.36,1,3.18372E+25
10/28/15,6973,1E+15,0,1,3.15751E+25
12/29/15,6973,6700000829,2.3,1,3.18104E+25
10/22/15,6973,1E+15,1.78,1,3.15523E+25
4/8/15,6973,1E+15,0,4,3.07453E+25
11/13/15,6973,1E+15,71.41,1,2.08057E+24
4/29/15,6973,1E+15,0,1,3.08479E+25
10/30/15,6973,1E+15,51.42,1,3.15877E+25
1/11/16,6973,77105880035,1.76,1,3.18531E+25
4/21/15,6973,1E+15,255.91,3,3.08029E+25
6/12/15,6973,1E+15,24.9,1,2.02377E+24
1/18/16,6973,1E+15,10.88,1,3.18811E+25
10/2/15,6973,1E+15,51.07,1,3.14827E+25
10/26/15,6973,5980000003,3.36,1,3.15637E+25
7/29/15,6973,77105810228,22.23,1,3.12365E+25
7/15/15,6973,1E+15,-76.52,-1,3.11797E+24
7/10/15,6973,1E+15,0,1,3.1162E+25
10/7/15,6973,6202152800,48.04,1,3.15023E+25
1/27/16,6973,1E+15,7.32,1,3.19217E+25
5/29/15,6973,6120022501,8.53,1,3.09768E+24
1/29/16,7167,6210739130,32.02,1,4.66717E+21
10/28/15,6973,5980000011,3.36,1,3.15784E+25
11/30/15,6973,1E+15,112.3,1,3.17018E+25
4/20/15,6973,5610077433,15.65,1,3.07952E+24
4/15/15,6973,1E+15,124.46,1,3.07816E+25
4/21/15,6973,1E+15,165.22,1,2.00657E+24
9/1/15,6973,5980021692,3.19,1,3.13591E+25
4/28/15,6973,1E+15,7.32,1,3.08416E+25
4/10/15,6973,1E+15,0,1,3.07634E+25
1/29/16,7167,1E+15,17.43,1,5.66717E+22
7/10/15,6973,1E+15,10.75,1,2.03107E+24
5/19/15,6973,1E+15,52.85,6,3.09221E+25
4/20/15,6973,5980000002,3.19,1,3.07975E+25
11/18/15,6973,77105810007,26.98,4,3.16614E+25
5/11/15,6973,77105880035,1.58,1,3.08947E+25
11/20/15,6973,1E+15,0,1,3.16729E+25
11/23/15,6973,1E+15,7.21,1,3.16769E+25
5/27/15,6973,6752000006,30.78,1,3.09646E+25
12/23/15,6973,1E+15,23.12,1,3.18036E+25
7/16/15,6973,1E+15,128.84,2,3.11867E+25
8/12/15,6973,5980029944,2.3,1,3.12855E+25
4/15/15,6973,77105880035,1.58,1,3.07813E+25
4/24/15,6973,77105880035,3.17,2,3.08239E+25
5/22/15,6973,77105880035,1.58,1,3.09517E+25
11/24/15,6973,1E+15,6.14,1,3.16807E+25
8/24/15,6973,5980021692,3.19,1,3.13262E+25
10/15/15,6973,1E+15,0,1,3.1529E+25
12/10/15,6973,1E+15,0,1,3.17476E+25
12/18/15,6973,1E+15,1.78,1,3.17769E+24
6/19/15,6973,6458900213,7.81,1,3.10726E+25
10/8/15,6973,1E+15,0,1,3.15043E+25
11/9/15,6973,1E+15,7.32,1,3.16231E+25
11/4/15,6973,77105880035,1.76,1,3.16034E+25
9/1/15,6973,77105804099,23.12,1,3.13555E+24
10/14/15,6973,1E+15,0,1,3.15202E+24
5/13/15,6973,5854212001,5.86,1,3.09028E+25
11/26/15,6973,6210000240,2.3,1,3.16909E+25
1/29/16,7167,1E+15,45.62,1,5.87717E+22
11/11/15,6973,1E+15,0,1,3.16333E+25
4/28/15,6973,1E+15,14.63,2,3.08423E+25
11/26/15,6973,1E+15,0,1,3.16952E+25
5/13/15,6973,1E+15,0,1,3.09041E+25
9/23/15,6973,1E+15,0,1,3.14378E+24
11/5/15,6973,1E+15,0,1,3.16079E+24
5/4/15,6973,1E+15,9.9,1,3.08607E+25
5/15/15,6973,1E+15,0,1,3.09098E+25
5/5/15,6973,6410085268,1.94,1,3.08694E+25
12/9/15,6973,1E+15,0,1,3.17397E+25
10/20/15,6973,1E+15,0,1,3.15428E+25
12/9/15,6973,1E+15,7.32,1,3.17417E+25
11/12/15,6973,1E+15,20.26,1,3.16398E+25
8/18/15,6973,1E+15,-78.5,-1,3.13055E+25
8/10/15,6973,1E+15,1.78,1,2.04507E+24
8/11/15,6973,41600000235,3.56,1,3.12794E+25
12/24/15,6973,1E+15,0,1,3.18044E+25
5/13/15,6973,1E+15,61.09,1,2.01647E+24
8/10/15,6973,1E+15,0,1,3.127E+25
8/6/15,6973,1E+15,0,1,3.1261E+25
8/7/15,6973,1E+15,255.52,1,2.03987E+24
10/6/15,6973,1E+15,1.78,1,3.14917E+25
4/22/15,6973,1E+15,61.82,1,3.08161E+25
10/20/15,6973,6210000240,2.3,1,3.1543E+25
7/6/15,6973,1E+15,11.39,1,3.11369E+25
12/8/15,6973,1E+15,11.55,1,3.17351E+25
7/14/15,6973,1E+15,62.62,3,3.11743E+25
12/21/15,6973,1E+15,8.88,1,3.17902E+25
8/4/15,6973,1E+15,42.11,4,3.12531E+25
11/9/15,6973,1E+15,7.32,1,3.16216E+25
11/16/15,6973,1E+15,16.59,1,3.16496E+25
4/22/15,6973,77105880035,1.58,1,3.08159E+25
4/9/15,6973,7830008109,12.09,1,3.07552E+25
11/25/15,6973,77105803795,24.01,1,3.16855E+25
7/16/15,6973,6360167726,39.14,1,3.11883E+25
9/23/15,6973,1E+15,7.32,1,3.14408E+25
12/29/15,6973,1E+15,7.32,1,3.18125E+25
5/29/15,6973,1E+15,0,1,3.09791E+25
4/14/15,6973,1E+15,38.96,1,3.0778E+25
1/27/16,7167,1E+15,52.76,1,2.96717E+22
1/28/16,7167,1E+15,234.34,1,3.51717E+22
9/9/15,6973,1E+15,17.8,1,3.13851E+25
6/9/15,6973,1E+15,0,1,3.10239E+25
9/1/15,6973,72225212109,13.3,3,3.13558E+25
12/22/15,6973,1E+15,0,1,3.17963E+25
1/27/16,7167,1E+15,27.48,1,2.85717E+22
6/16/15,6973,77105880035,1.58,1,3.10514E+25
11/12/15,6973,1E+15,0,1,3.16421E+25
11/20/15,6973,1E+15,0,1,3.16726E+25
7/30/15,6973,1E+15,3.56,2,3.12449E+25
4/22/15,6973,77105890009,85.33,6,3.08162E+25
11/18/15,6973,1E+15,1.78,1,3.16609E+25
1/25/16,7167,1E+15,25.88,1,6.57167E+21
12/22/15,6973,1E+15,0,1,3.17971E+25
12/18/15,6973,1E+15,0,1,3.17782E+25
12/30/15,6973,6360108701,48.93,1,3.18141E+25
4/2/15,6973,1E+15,22.87,7,3.07323E+25
12/21/15,6973,1E+15,312.16,1,3.17861E+25
11/13/15,6973,1E+15,19.56,1,3.16458E+25
11/6/15,6973,1E+15,0,1,3.16201E+25
10/13/15,6973,77105810163,27.73,2,3.15194E+25
9/29/15,6973,1E+15,7.32,1,3.14646E+25
10/15/15,6973,1E+15,99.75,1,2.07077E+24
10/28/15,6973,77105810584,16,1,3.15742E+25
1/5/16,6973,1E+15,0,1,3.18286E+25
10/14/15,6973,6081500705,11.2,1,3.15204E+24
1/21/16,6973,1E+15,10.88,1,3.19047E+25
5/25/15,6973,1E+15,368.44,1,3.09557E+25
7/8/15,6973,1E+15,0,1,3.11495E+25
5/27/15,6973,1E+15,3.56,2,3.09699E+25
9/15/15,6973,1E+15,1.78,1,3.14134E+25
5/5/15,6973,1E+15,7.32,1,3.08661E+25
12/15/15,6973,1E+15,0,1,3.17635E+25
12/4/15,6973,1E+15,0,1,3.17268E+25
10/26/15,6973,1E+15,1.78,1,3.1565E+25
1/6/16,6973,1E+15,1.78,1,3.18342E+25
11/13/15,6973,1E+15,0,1,3.16443E+25
1/4/16,6973,1E+15,0,1,3.18242E+25
1/7/16,6973,1E+15,2.17,1,3.18426E+25
5/11/15,6973,1E+15,110.88,1,3.08919E+25
9/25/15,6973,6230001938,17.78,1,3.14537E+25
7/28/15,6973,1E+15,0,2,3.12328E+25
12/4/15,6973,1E+15,7.32,1,3.17278E+25
10/28/15,6973,5610010281,8.49,3,3.15774E+25
8/6/15,6973,1E+15,0.87,1,3.12605E+25
7/6/15,6973,1E+15,39.18,3,3.11347E+24
4/30/15,6973,5770033148,3.19,1,3.08533E+25
9/28/15,6973,6490040965,4.08,1,3.14581E+25
9/9/15,6973,1E+15,36.63,1,3.13828E+25
4/21/15,6973,1E+15,104.17,1,2.00527E+24
10/13/15,6973,5899700006,4.97,1,3.15176E+25
7/9/15,6973,1E+15,36.58,5,3.11549E+24
6/23/15,6973,1E+15,0,1,3.10948E+25
12/10/15,6973,1E+15,0,1,3.17461E+25
1/25/16,6973,77105880035,1.76,1,3.19127E+25
11/18/15,6973,5770022648,4.97,1,3.1662E+25
4/29/15,6973,1E+15,0,2,3.08459E+25
5/4/15,6973,77703400038,4.2,4,3.0863E+25
1/15/16,6973,1E+15,22.52,1,2.10457E+24
4/22/15,6973,6490007069,1.76,1,3.08083E+25
1/15/16,6973,1E+15,0,1,3.18732E+25
10/2/15,6973,1E+15,0,1,3.14823E+25
8/31/15,6973,1E+15,91.65,1,3.13532E+25
6/12/15,6973,1E+15,101.55,1,2.02177E+24
9/22/15,6973,5565630205,9.77,1,3.14333E+25
1/5/16,6973,1E+15,2.17,1,3.18282E+25
4/9/15,6973,5650012025,14.22,1,3.07551E+25
4/16/15,6973,1E+15,0,2,3.07871E+25
11/20/15,6973,1E+15,0,1,3.16718E+25
12/21/15,6973,1E+15,15.18,1,3.17912E+25
11/18/15,6973,1E+15,0,1,3.16628E+25
11/19/15,6973,1E+15,2.17,1,3.16691E+25
6/9/15,6973,6260096190,32.02,1,3.10187E+24
10/9/15,6973,1E+15,0,1,3.15103E+25
12/23/15,6973,1E+15,7.32,1,3.18018E+25
10/20/15,6973,1E+15,2.17,1,3.15442E+25
6/24/15,6973,6700000829,2.12,1,3.11027E+25
11/2/15,6973,5770062821,10.66,1,3.15926E+25
1/26/16,7167,1E+15,23.67,1,1.62717E+22
10/13/15,6973,1E+15,0,1,3.15178E+25
10/13/15,6973,1E+15,0,1,3.15161E+25
1/28/16,7167,1E+15,6.37,1,3.70717E+22
11/13/15,6973,1E+15,0,1,3.16461E+25
11/9/15,6973,1E+15,0,1,3.16254E+25
3/31/15,6973,1E+15,7.32,1,3.07156E+25
11/16/15,6973,1E+15,10.68,1,3.16499E+25
4/21/15,6973,1E+15,0,1,3.07997E+25
10/30/15,6973,1E+15,0,-1,3.15881E+25
7/10/15,6973,5980000003,6.37,2,3.11602E+25
10/15/15,6973,1E+15,162.55,1,2.06877E+24
5/27/15,6973,1E+15,0,1,3.09647E+25
6/24/15,6973,3600019703,48.04,1,3.11004E+25
10/16/15,6973,1E+15,2.12,1,3.15323E+25
8/24/15,6973,6672100298,7.1,1,3.13248E+25
11/27/15,6973,1E+15,10.38,1,3.16994E+25
11/23/15,6973,1E+15,2.17,1,3.16767E+25
1/21/16,6973,1E+15,0,1,3.19047E+25
1/7/16,6973,1E+15,56.76,1,3.18447E+25
7/10/15,6973,1E+15,0,1,3.11625E+25
9/8/15,6973,1E+15,0,1,3.13775E+25
12/21/15,6973,1E+15,0,1,3.17919E+25
7/14/15,6973,5980000003,3.19,1,3.11712E+25
10/15/15,6973,1E+15,71.75,1,2.06677E+24
6/24/15,6973,77703400038,1.05,1,3.11013E+25
7/3/15,6973,1E+15,0,1,3.1133E+25
9/16/15,6973,1E+15,7.32,1,3.14186E+25
11/24/15,6973,1E+15,0,1,2.08327E+23
10/19/15,6973,1E+15,40.07,1,3.15379E+25
12/8/15,6973,1E+15,2.12,1,3.17368E+25
8/14/15,6973,1E+15,8.24,1,3.12912E+25
5/1/15,6973,5559944011,16,1,3.08561E+25
5/14/15,6973,1E+15,1.78,1,3.09083E+25
8/13/15,6973,1E+15,0,1,3.12893E+25
6/12/15,6973,1E+15,51.21,1,2.02557E+24
4/6/15,6973,1E+15,0,4,3.0738E+25
6/3/15,6973,1E+15,0,2,3.09945E+24
11/10/15,6973,77105810161,17.78,1,3.16272E+24
4/29/15,6973,1E+15,7.32,1,3.08461E+25
6/18/15,6973,1E+15,0,1,3.10686E+25
4/20/15,6973,5980000002,3.19,1,3.07964E+25
4/9/15,6973,9243780050,8.1,1,3.07537E+25
10/29/15,6973,1E+15,0,1,3.15821E+25
5/4/15,6973,77105810780,29.35,1,3.08646E+25
10/22/15,6973,5980000060,3.36,1,3.15529E+25
1/28/16,7167,1E+15,26.82,1,3.60717E+22
12/9/15,6973,1E+15,76.93,1,2.09237E+23
4/13/15,6973,77105810122,15.11,1,3.07664E+24
9/21/15,6973,1E+15,53.92,1,3.14309E+25
11/24/15,6973,1E+15,7.32,1,3.16787E+24
6/17/15,6973,7478000073,6.73,2,3.10605E+25
4/29/15,6973,1E+15,0,1,3.08493E+25
11/13/15,6973,1E+15,0,1,3.16437E+25
6/23/15,6973,1E+15,8.88,1,3.10963E+25
10/26/15,6973,1E+15,0,1,3.15633E+25
9/17/15,6973,1E+15,0,1,3.14195E+24
1/7/16,6973,1E+15,10.57,1,3.18432E+25
1/28/16,6973,1E+15,4.95,1,3.19276E+25
12/29/15,6973,1E+15,51.21,1,3.181E+24
11/23/15,6973,1E+15,0,1,3.16746E+25
11/13/15,6973,1E+15,64.49,1,2.07817E+24
7/21/15,6973,77105810392,22.23,1,3.12007E+25
12/10/15,6973,5980000021,3.36,1,3.17446E+25
11/10/15,6973,77105880035,1.76,1,3.16301E+25
9/22/15,6973,1E+15,222.07,1,2.06147E+23
12/8/15,6973,1E+15,0,1,3.17336E+25
8/28/15,6973,1E+15,1.78,1,3.13465E+25
11/6/15,6973,1E+15,14.69,1,3.16178E+25
8/28/15,6973,5854208020,7.21,1,3.13466E+25
9/14/15,6973,1E+15,0,1,3.14045E+25
12/22/15,6973,1E+15,7.32,1,3.17937E+24
5/27/15,6973,1E+15,0,2,3.09645E+25
9/23/15,6973,1E+15,0,1,3.14407E+25
10/8/15,6973,77105880163,8.53,1,3.15067E+25
9/21/15,6973,1E+15,7.32,1,3.14293E+25
12/11/15,6973,1E+15,0,1,3.17508E+25
11/17/15,6973,1E+15,0,1,3.16543E+25
1/4/16,6973,1E+15,7.32,1,3.18246E+25
12/7/15,6973,1E+15,0,1,3.17314E+25
7/3/15,6973,1E+15,0,1,3.11336E+25
6/30/15,6973,1E+15,0,2,3.11241E+25
4/24/15,6973,1E+15,0,1,3.08294E+25
10/5/15,6973,6723884627,8.53,1,3.14867E+25
5/8/15,6973,1E+15,0,1,3.08862E+25
12/4/15,6973,1E+15,1.78,1,3.17279E+25
9/28/15,6973,3980008862,13.33,1,3.14568E+25
1/8/16,6973,1E+15,0,1,3.18477E+25
9/4/15,6973,77105810492,7.1,1,3.13694E+25
5/1/15,6973,1E+15,0,1,3.08571E+25
6/12/15,6973,1E+15,25.54,1,2.02317E+24
4/14/15,6973,5660079321,3.19,1,3.07798E+25
7/7/15,6973,1E+15,16.41,1,3.11463E+25
8/31/15,6973,1E+15,0,1,3.13501E+25
1/6/16,6973,6210000240,2.3,1,3.18322E+25
11/23/15,6973,1E+15,0,1,3.16751E+25
6/23/15,6973,1E+15,25.85,7,3.10947E+25
12/18/15,6973,1E+15,7.32,1,3.17808E+25
11/11/15,6973,1E+15,7.32,1,3.16349E+25
5/28/15,6973,77105880035,1.58,1,3.09753E+25
5/22/15,6973,1E+15,1.78,1,3.09497E+25
6/5/15,6973,1E+15,10.8,1,3.10107E+25
8/25/15,6973,1E+15,12.71,1,3.13338E+25
5/14/15,6973,5770021587,3.01,1,3.09079E+25
8/4/15,6973,6202000542,3.54,1,3.12502E+24
12/3/15,6973,4138831600,9.77,1,3.17212E+25
1/28/16,7167,62879100523,26.68,1,3.40717E+21
8/7/15,6973,1E+15,70.99,1,2.04347E+24
6/19/15,6973,5660079321,3.19,1,3.10731E+25
10/2/15,6973,5760663232,8.88,1,3.14774E+24
1/27/16,7167,1E+15,158.62,1,2.50717E+22
9/18/15,6973,1E+15,0,1,3.14276E+25
9/8/15,6973,1E+15,0,1,3.13727E+25
4/7/15,6973,5770032944,3.19,1,3.07429E+25
10/7/15,6973,1E+15,151.28,1,3.15007E+25
6/17/15,6973,1E+15,0,1,3.10591E+25
10/7/15,6973,1E+15,1.78,1,3.15007E+25
8/14/15,6973,1E+15,2.17,1,3.12925E+25
10/16/15,6973,77105890016,6.35,3,3.15326E+25
7/3/15,6973,1E+15,31.03,2,3.11324E+25
7/22/15,6973,5980001044,2.3,1,3.12094E+25
4/10/15,6973,1E+15,0,1,3.07615E+25
6/9/15,6973,1E+15,75.08,2,3.10226E+25
1/26/16,7167,1E+15,78.93,1,2.05717E+22
6/24/15,6973,77703400038,2.1,2,3.11027E+25
8/12/15,6973,77105880035,1.58,1,3.12822E+24
10/15/15,6973,1E+15,89.36,1,2.06577E+24
11/2/15,6973,1E+15,19.56,1,3.15931E+25
5/29/15,6973,1E+15,0,1,3.09795E+25
11/13/15,6973,1E+15,85.17,1,3.16464E+25
7/8/15,6973,1E+15,2.65,1,3.11486E+24
7/15/15,6973,6700000932,2.12,1,3.11822E+25
11/4/15,6973,1E+15,0,1,3.16039E+25
1/27/16,7167,1E+15,35.76,1,2.50717E+22
1/4/16,6973,1E+15,7.32,1,3.18246E+25
