store_location_key,product_key,trans_dt,sales,units,trans_key
7296,1E+15,1/29/16,0,1,7.54457E+25
7296,1E+15,8/23/15,0,1,4.53137E+25
7296,72047341769,12/24/15,23.1,2,6.90197E+24
7296,1E+15,12/9/15,10.68,1,6.63057E+25
7296,1E+15,12/21/15,1.78,1,6.84607E+25
7296,1E+15,11/30/15,16.34,1,1.15957E+24
7296,6120000074,4/10/15,1.35,1,9.62173E+24
7296,6988692353,1/7/16,48.04,1,7.13807E+25
7296,1111124224,1/28/16,13.33,1,7.52667E+25
7296,77105840317,9/7/15,39.14,1,4.80137E+25
7296,1E+15,1/25/16,14.69,1,1.35507E+24
7296,1E+15,7/10/15,0,1,3.77537E+25
7296,72047367667,11/28/15,7.1,1,6.2573E+23
7296,1E+15,12/15/15,0,1,6.74027E+25
7296,1E+15,11/17/15,3.01,1,1.11407E+24
7296,71748974026,11/6/15,12.98,1,6.00567E+25
7296,77105810374,10/30/15,12.98,1,5.86397E+25
7296,1E+15,5/27/15,15.2,1,5.42273E+23
7296,1E+15,8/17/15,160.2,1,4.42937E+25
7296,7295900102,9/22/15,25.79,1,9.17673E+23
7296,1E+15,10/11/15,0,1,5.48817E+25
7296,77105840208,9/2/15,2.47,1,4.72617E+25
7296,38137005658,5/25/15,12.98,1,2.91537E+25
7296,77105840077,5/3/15,1.76,1,1.10007E+24
7296,8087817226,6/29/15,21.34,1,3.59427E+25
7296,1E+15,8/21/15,135.8,1,8.11373E+23
7296,77105810354,8/1/15,7.1,1,1.36707E+24
7296,1150901161,12/8/15,26.68,1,6.60277E+25
7296,75121712349,9/23/15,7.1,1,5.13017E+25
7296,30521905100,9/11/15,5.32,1,4.87037E+25
7296,6260006298,4/14/15,32.91,1,2.74573E+23
7296,4740009816,4/20/15,9.42,1,2.31607E+25
7296,5621986028,11/4/15,44.48,1,5.96057E+25
7296,77105807138,10/18/15,17.78,1,1.00557E+24
7296,5800031193,7/6/15,7.64,1,3.71247E+25
7296,5659400784,12/13/15,24.01,1,6.69227E+25
7296,72047369468,12/9/15,10.66,1,6.62687E+25
7296,1E+15,11/24/15,12.23,1,4.9073E+22
7296,72047352170,4/22/15,7.1,1,2.34017E+25
7296,3700011431,12/11/15,9.77,1,1.29973E+23
7296,1E+15,10/29/15,10.59,1,1.04357E+24
7296,77105880064,9/15/15,6.21,1,3.21073E+23
7296,77105810421,11/8/15,11.55,1,6.07397E+25
7296,62080825284,7/17/15,3.56,1,3.89767E+25
7296,5545178711,9/19/15,4.97,1,5.04797E+25
7296,77105880056,11/27/15,13.49,2,6.39677E+25
7296,62080815244,5/21/15,5.34,1,2.85857E+25
7296,1E+15,6/7/15,0,1,1.18887E+24
7296,1E+15,11/22/15,0,1,6.31857E+25
7296,5113192104,12/30/15,4.08,1,2.52673E+23
7296,5557742103,1/12/16,4.97,1,7.23007E+25
7296,1E+15,8/23/15,0,1,4.52567E+25
7296,36382450060,5/16/15,9.42,1,3.00873E+24
7296,3700089618,9/27/15,35.58,1,5.21487E+25
7296,18213600031,4/9/15,10.63,3,2.19997E+25
7296,1E+15,4/10/15,0,1,4.09573E+23
7296,77105810394,7/2/15,40.92,1,6.51473E+23
7296,1E+15,8/11/15,0,1,4.32527E+25
7296,74343400034,6/3/15,12.98,1,3.11767E+24
7296,67811266760,8/26/15,12.09,1,8.27073E+23
7296,77105840419,10/17/15,12.23,3,5.60687E+25
7296,1E+15,4/17/15,8.9,1,1.03057E+24
7296,3980005669,12/16/15,26.68,1,6.74737E+25
7296,6565617866,5/1/15,41.6,3,2.48817E+23
7296,77105860137,9/1/15,5.86,1,4.70777E+25
7296,77105880005,11/28/15,9.77,1,6.41117E+25
7296,4155442062,7/3/15,19.56,1,3.64907E+24
7296,77105840078,11/4/15,1.76,1,5.96757E+25
7296,6260096035,11/3/15,78.3,1,5.95577E+25
7296,6210748700,5/11/15,19.56,1,2.67687E+24
7296,5025521300,6/4/15,5.32,1,1.17137E+25
7296,5770062803,6/20/15,2.83,1,1.21457E+25
7296,6131400003,4/20/15,4.43,1,2.30417E+25
7296,6570010027,12/4/15,16.34,2,6.52757E+25
7296,1E+15,7/26/15,0,1,7.33073E+23
7296,1E+15,7/4/15,0,1,1.28287E+25
7296,5557742101,9/28/15,8.86,2,5.25067E+25
7296,6820014843,1/21/16,17.76,2,7.38367E+25
7296,18085400081,10/24/15,8.53,1,5.75147E+25
7296,1E+15,9/18/15,0,1,3.46373E+23
7296,6132848508,9/14/15,14.22,1,4.93057E+25
7296,1E+15,11/13/15,0,1,6.14487E+25
7296,1E+15,7/18/15,0,-1,3.92377E+25
7296,8087805459,10/31/15,14.76,1,4.05273E+23
7296,6343571103,11/6/15,5.66,2,5.99857E+25
7296,1E+15,7/30/15,17.8,2,4.12367E+25
7296,79590247087,12/21/15,17.78,1,6.83997E+25
7296,3600033558,7/31/15,44.48,1,4.13757E+25
7296,1E+15,5/1/15,0,1,2.50277E+24
7296,6120000021,4/17/15,5.27,1,1.03427E+24
7296,66097318352,10/28/15,5.86,1,5.81857E+25
7296,1E+15,5/4/15,10.22,1,4.70873E+23
7296,71722613502,12/31/15,24.9,1,7.02207E+25
7296,7073405317,9/16/15,7.64,1,4.97547E+25
7296,6700010403,7/26/15,9.77,1,1.34707E+25
7296,5650035989,7/25/15,22.23,1,4.03487E+24
7296,1E+15,7/3/15,0,1,3.65797E+25
7296,6349108729,7/8/15,15.13,1,3.74797E+25
7296,3700080068,11/7/15,14.76,1,6.03307E+25
8142,4319416816,6/26/15,9.42,1,1.69455E+25
8142,6210700491,10/25/15,24.9,1,3.40018E+25
8142,5873832611,9/18/15,12.09,1,1.72748E+25
8142,77105810243,9/14/15,20.45,1,4.14528E+24
8142,5610007708,4/18/15,10.31,1,2.64158E+25
8142,78616265005,7/3/15,5.32,1,1.69719E+26
8142,4740007371,12/11/15,42.7,1,1.76703E+26
8142,6454130695,5/6/15,46.26,1,2.72608E+25
8142,77105810774,4/1/15,17.78,1,3.28718E+24
8142,18021700046,1/2/16,64.06,1,3.68318E+25
8142,1E+15,9/26/15,0,1,1.73203E+26
8142,77105880125,9/3/15,1.76,1,3.18028E+23
8142,66573000613,7/22/15,3.49,1,1.70423E+25
8142,1E+15,10/28/15,0,1,4.36608E+24
8142,1E+15,9/26/15,0,1,3.28758E+25
8142,85122800007,6/24/15,37.36,1,2.92418E+25
8142,77105840212,4/14/15,15.27,2,1.67213E+25
8142,1E+15,12/4/15,0,1,1.76354E+26
8142,1E+15,6/26/15,0,1,3.75418E+24
8142,1E+15,10/2/15,0,1,4.23408E+24
8142,8390000626,11/12/15,5.14,1,4.44558E+24
8142,77105810778,4/2/15,14.22,1,1.669E+26
8142,1E+15,12/4/15,0,1,3.55698E+24
8142,1E+15,8/8/15,0,1,3.08958E+25
8142,1E+15,5/7/15,47.33,1,3.48768E+24
8142,1E+15,8/29/15,0,1,3.15438E+24
8142,6132834208,11/16/15,14.22,1,3.48318E+25
8142,1E+15,12/1/15,5.34,1,3.54808E+24
8142,1E+15,5/8/15,0,1,2.73378E+25
