store_location_key,product_key,trans_dt,sales,units,trans_key
1396,1E+15,10/23/15,0,1,6.21326E+25
9604,1E+15,12/22/15,0,1,6.7798E+24
9604,1E+15,11/30/15,0,1,6.6878E+23
4823,1E+15,9/10/15,0,1,3.47945E+24
1396,1E+15,6/7/15,0,1,6.07004E+25
1396,1E+15,10/9/15,155.52,1,6.1996E+25
1396,1E+15,8/13/15,7.01,1,6.13901E+25
1396,6009326570,5/29/15,19.56,1,6.06099E+25
4823,1E+15,3/31/15,0,1,2.77255E+24
1396,77105880125,5/6/15,1.76,1,6.03644E+25
1396,1E+15,1/16/16,0,1,6.29675E+25
9807,1E+15,8/20/15,7.65,1,1.9149E+24
9604,1E+15,11/11/15,0,1,6.6046E+23
4823,77105880061,9/23/15,6.21,1,3.53025E+24
4823,1E+15,10/27/15,0,1,3.67265E+24
1396,1E+15,6/5/15,0,1,6.06866E+25
1396,1E+15,4/5/15,0,1,6.00042E+25
1396,1E+15,10/15/15,1.78,1,6.2047E+25
9604,1E+15,12/29/15,8.9,1,6.7961E+23
9807,1E+15,8/21/15,0,1,1.918E+24
4823,1E+15,9/17/15,61.8,1,3.50655E+24
9604,1E+15,12/19/15,13.76,1,6.7675E+24
9604,1E+15,11/10/15,0,1,6.5969E+24
1396,5849632873,4/29/15,3.19,1,6.02854E+25
4823,1E+15,8/20/15,28.87,1,3.39425E+24
1396,77105860148,1/22/16,5.32,1,6.30341E+25
1396,77105810242,5/4/15,13.87,1,6.0324E+24
9604,1E+15,12/11/15,0,1,6.7388E+23
9604,1E+15,12/22/15,0,1,6.7757E+23
9604,1E+15,11/27/15,0,1,6.6806E+23
1396,6210000000,12/21/15,5.32,1,6.27262E+25
9604,1E+15,12/27/15,0,1,6.7903E+23
9807,1E+15,10/30/15,6.8,1,2.1796E+23
9604,1E+15,10/27/15,0,1,6.5351E+23
1396,1E+15,8/14/15,148.72,1,6.14018E+25
1396,1E+15,4/2/15,0,2,5.99895E+25
1396,6700000174,5/28/15,3.54,1,6.06039E+25
1396,6490040956,12/11/15,3.54,1,6.26273E+25
4823,1E+15,8/27/15,0,1,3.42285E+24
1396,1E+15,9/25/15,0,1,6.18435E+25
1396,77105880045,9/15/15,2.65,1,6.17272E+25
9604,1E+15,11/10/15,0,1,6.5991E+24
1396,77105880035,3/31/15,1.58,1,5.9953E+25
1396,1E+15,7/16/15,36.15,1,6.11023E+25
9807,5559943715,9/16/15,23.12,1,2.0077E+24
1396,1E+15,7/18/15,7.32,1,6.11208E+25
1396,6210000134,4/17/15,4.61,1,6.0154E+25
9807,1E+15,10/15/15,36.99,1,2.1201E+24
9604,1E+15,1/4/16,0,1,6.8176E+24
9807,5621998229,6/23/15,51.6,1,1.717E+24
9604,1E+15,11/20/15,0,1,6.6536E+24
4823,1E+15,8/14/15,9.79,1,3.37095E+24
1396,1E+15,8/9/15,140.64,1,6.13384E+25
1396,77105880037,4/28/15,2.3,1,6.02625E+25
1396,1E+15,7/17/15,91.44,1,6.11173E+25
9604,1E+15,12/22/15,0,1,6.7793E+24
1396,77141200003,10/7/15,4.24,1,6.19667E+25
1396,6890000013,12/31/15,2.3,1,6.28155E+25
9604,1E+15,10/19/15,0,1,6.505E+23
9807,83215400001,1/4/16,158.42,1,2.3961E+24
9807,5621932410,4/21/15,30.24,1,1.4962E+24
9604,1E+15,12/10/15,0,1,6.7361E+24
4823,5490000029,9/2/15,1.76,1,3.44825E+24
9807,1E+15,8/27/15,44.8,1,1.9408E+24
9604,1E+15,10/22/15,0,1,6.518E+23
4823,1E+15,10/15/15,5.8,1,3.61795E+23
1396,1E+15,11/24/15,217.62,1,6.24493E+25
4823,1E+15,1/18/16,58.53,1,3.99905E+24
9807,1E+15,12/7/15,3.56,1,2.3118E+23
9604,1E+15,12/11/15,0,1,6.7388E+23
4823,1E+15,8/31/15,30.67,1,3.43745E+24
9604,1E+15,8/14/15,23.12,1,6.3629E+24
1396,77105890007,6/1/15,0.87,1,6.06271E+24
1396,1E+15,10/30/15,9.95,1,6.22009E+25
9807,1E+15,12/11/15,5.45,1,2.3346E+24
1396,6120008443,5/6/15,3.36,1,6.03626E+25
4823,1E+15,12/18/15,7.1,1,3.89025E+23
9604,1E+15,1/13/16,0,1,6.8556E+24
4823,1E+15,4/13/15,46.1,2,2.83105E+24
1396,5849682960,10/29/15,12.74,4,6.21863E+25
9604,1E+15,4/5/15,12.46,1,6.1183E+24
1396,1E+15,8/9/15,0,1,6.13386E+25
9604,1E+15,12/17/15,0,1,6.7606E+24
4823,1E+15,5/15/15,0,1,2.98225E+24
1396,6700000463,5/22/15,4.97,1,6.05318E+25
4823,5770022118,10/20/15,4.08,1,3.63825E+23
1396,1E+15,4/25/15,0,1,6.02358E+25
9807,77105811087,11/12/15,24.01,1,2.2238E+23
1396,77105810506,7/16/15,9.77,1,6.11017E+25
4823,1E+15,6/16/15,232.15,2,3.11785E+24
9807,1E+15,6/1/15,24.24,1,1.6467E+24
9604,1E+15,11/10/15,0,1,6.5981E+24
1396,1E+15,11/13/15,0,1,6.23435E+25
1396,1E+15,8/21/15,0,1,6.14803E+25
9807,4138822031,12/2/15,6.21,1,2.2972E+24
4823,6800079282,6/24/15,2.83,1,3.15395E+24
1396,6800001233,9/7/15,3.19,1,6.16383E+25
1396,1E+15,10/6/15,19.01,1,6.19586E+25
1396,5980000011,11/9/15,3.36,1,6.22949E+25
4823,1E+15,8/13/15,0,1,3.36515E+24
4823,5770062252,4/21/15,2.83,1,2.86605E+24
4823,1E+15,4/14/15,31.01,1,2.83345E+24
9604,1E+15,4/24/15,8.9,1,6.1599E+24
1396,6210000000,5/5/15,4.97,1,6.03425E+25
1396,1E+15,6/25/15,7.32,1,6.08864E+25
1396,77105880047,12/17/15,3.19,1,6.26919E+25
4823,1E+15,8/28/15,0,1,3.43335E+24
4823,1E+15,10/30/15,0,1,3.68935E+24
9604,1E+15,10/28/15,0,1,6.5427E+24
1396,77105890009,5/26/15,14.22,1,6.05778E+25
4823,1E+15,4/22/15,0,1,2.87385E+24
4823,77105880035,11/4/15,4.22,3,3.71185E+24
9604,1E+15,11/27/15,0,1,6.6816E+24
1396,1E+15,5/28/15,16.32,1,6.05963E+25
4823,1E+15,4/20/15,0,2,2.85915E+24
9604,1E+15,11/15/15,0,1,6.6264E+24
4823,77105810389,5/26/15,34.69,1,3.01925E+24
9604,1E+15,12/10/15,0,1,6.7348E+24
4823,1E+15,12/4/15,0,1,3.84025E+24
1396,1E+15,12/7/15,0,1,6.25799E+25
1396,1E+15,12/16/15,0,1,6.26714E+25
4823,5610000872,6/29/15,39.12,2,3.16925E+24
1396,77105811194,10/1/15,4.43,1,6.19062E+25
1396,77105802549,4/30/15,8.53,1,6.02978E+25
4823,1E+15,9/9/15,0,1,3.46875E+23
9807,1E+15,4/2/15,5.87,1,1.437E+24
1396,1E+15,9/30/15,10.66,1,6.18921E+25
9807,77105810242,12/4/15,13.33,1,2.3072E+24
1396,1E+15,4/11/15,0,1,6.00794E+25
9604,1E+15,1/4/16,0,1,6.8186E+24
9604,1E+15,12/1/15,0,1,6.6986E+24
9604,1E+15,12/16/15,0,1,6.7556E+23
9807,77105811190,11/12/15,4.43,1,2.2247E+24
1396,1E+15,6/3/15,69.03,3,6.06614E+25
4823,1E+15,4/28/15,0,1,2.89505E+24
4823,1E+15,4/17/15,12.89,1,2.85605E+24
9604,1E+15,10/27/15,4.9,1,6.5385E+24
9604,1E+15,12/10/15,8.9,1,6.7326E+23
9807,77105810640,11/10/15,12.09,1,2.2213E+24
9604,1E+15,1/18/16,0,1,6.8691E+24
9807,1E+15,7/27/15,1.28,1,1.8302E+24
1396,1E+15,11/1/15,0,1,6.22145E+25
1396,1E+15,4/14/15,15.27,1,6.01086E+25
1396,77105880046,7/15/15,2.65,1,6.1089E+25
1396,6700000829,8/1/15,4.24,2,6.1264E+25
4823,1E+15,6/5/15,0,1,3.06875E+23
1396,1E+15,5/15/15,0,1,6.04693E+25
9604,1E+15,11/24/15,0,1,6.6649E+23
9807,1E+15,7/9/15,78.23,8,1.7779E+24
1396,1E+15,1/9/16,0,1,6.2901E+25
9807,1E+15,10/23/15,0,1,2.1542E+24
9604,1E+15,12/8/15,0,1,6.7216E+23
1396,1E+15,5/1/15,0,1,6.03068E+25
9604,1E+15,12/28/15,0,1,6.7938E+24
1396,77105810396,4/13/15,26.68,1,6.00993E+25
9807,77105810382,9/18/15,12.44,1,2.0153E+23
9604,1E+15,9/8/15,8.9,1,6.4105E+23
1396,77105880035,10/14/15,1.76,1,6.2036E+25
1396,77105810103,4/5/15,16,1,6.00045E+25
1396,77105880035,11/25/15,1.76,1,6.24577E+25
1396,77105880035,4/25/15,1.58,1,6.0235E+25
1396,6210790503,12/14/15,39.14,1,6.26523E+25
9604,1E+15,12/10/15,0,1,6.7351E+24
1396,1E+15,7/3/15,0,1,6.09687E+25
1396,1E+15,9/28/15,18.39,1,6.18708E+25
1396,1E+15,7/22/15,1.78,1,6.11661E+25
1396,1E+15,8/28/15,0,1,6.15493E+25
1396,1E+15,8/27/15,0,1,6.15358E+25
1396,5770071109,5/26/15,2.83,1,6.05766E+25
1396,6700011180,5/21/15,3.72,1,6.05294E+25
9604,1E+15,12/4/15,0,1,6.7123E+23
4823,77663910001,7/20/15,1.98,1,3.25855E+24
9604,1E+15,10/22/15,0,1,6.5184E+24
9807,6210700506,6/29/15,46.26,1,1.7377E+23
1396,1E+15,11/25/15,0,1,6.24625E+25
1396,1E+15,4/17/15,0,1,6.01439E+24
1396,1E+15,9/30/15,217.62,1,6.1887E+25
4823,1E+15,8/12/15,0,1,3.35815E+24
9604,1E+15,1/8/16,0,1,6.8361E+23
1396,1E+15,6/16/15,0,1,6.07886E+25
1396,77105880163,9/11/15,7.99,1,6.16909E+25
4823,1660000087,4/27/15,1.58,1,2.88875E+24
1396,6800079282,10/1/15,3.19,1,6.1899E+24
1396,6210700420,1/12/16,17.78,1,6.29295E+25
1396,38290046901,6/18/15,9.95,1,6.08178E+25
9807,1E+15,9/30/15,56.75,1,2.0621E+24
9807,6260095306,11/16/15,20.45,1,2.2336E+24
1396,5980000011,11/23/15,3.36,1,6.24374E+25
1396,1E+15,7/21/15,0,1,6.11514E+25
1396,5660000039,9/21/15,3.19,1,6.1785E+25
1396,1E+15,1/30/16,5.73,1,6.3117E+25
9604,1E+15,12/5/15,0,1,6.7141E+24
4823,1E+15,12/14/15,0,1,3.87325E+24
1396,6700000462,9/15/15,4.97,1,6.17249E+25
1396,6890000032,1/5/16,11.55,1,6.28516E+25
4823,6900001425,10/22/15,1.94,1,3.65335E+24
1396,6490040838,11/3/15,9.93,2,6.2242E+25
1396,1E+15,12/7/15,1.76,1,6.2574E+25
4823,1E+15,12/22/15,0,1,3.91175E+24
1396,77105810095,8/4/15,39.14,1,6.12907E+25
9604,1E+15,12/29/15,0,1,6.7985E+24
4823,5770021957,5/19/15,2.83,1,2.98665E+24
9807,1E+15,10/16/15,4.65,1,2.1257E+24
1396,6041001801,5/5/15,2.65,1,6.03512E+25
9604,1E+15,8/27/15,8.9,1,6.3894E+24
1396,1E+15,12/9/15,0,1,6.25987E+25
1396,1E+15,12/22/15,0,1,6.27385E+25
9604,1E+15,12/10/15,0,1,6.7376E+24
1396,1E+15,5/26/15,0,1,6.05662E+24
9604,1E+15,11/5/15,7.51,1,6.5719E+23
1396,6024525054,4/16/15,42.7,1,6.01359E+25
1396,1E+15,7/6/15,0,2,6.09882E+25
1396,1E+15,5/20/15,0,1,6.05124E+25
1396,77105880051,7/24/15,2.65,1,6.11913E+25
1396,77105880035,5/6/15,1.58,1,6.0368E+25
1396,1E+15,12/21/15,41.65,1,6.27205E+25
4823,5980000021,8/31/15,2.83,1,3.43945E+24
1396,78616265003,9/10/15,5.32,1,6.167E+25
9604,1E+15,10/22/15,0,1,6.5177E+23
1396,77105880035,1/20/16,1.76,1,6.3009E+25
1396,62233723030,9/8/15,31.13,1,6.16558E+25
4823,6900001425,12/11/15,11.64,6,3.86865E+24
4823,1E+15,9/4/15,0,1,3.45765E+24
9604,1E+15,1/18/16,0,1,6.8691E+24
9604,1E+15,12/19/15,0,1,6.7671E+23
1396,1E+15,12/30/15,0,1,6.28066E+25
9807,1E+15,10/7/15,92.42,1,2.0926E+24
1396,7339000016,8/5/15,3.01,1,6.13031E+25
1396,1E+15,7/27/15,11.45,1,6.12042E+25
1396,6800000228,12/11/15,3.36,1,6.26286E+25
4823,1E+15,1/27/16,28.18,1,4.03605E+24
9807,1E+15,9/30/15,9.97,1,2.0644E+24
1396,5610010281,11/21/15,2.83,1,6.24201E+25
1396,6700000486,10/2/15,5.32,1,6.19141E+24
1396,1E+15,8/10/15,0,1,6.13551E+25
4823,1E+15,9/17/15,0,1,3.50475E+24
1396,1E+15,10/27/15,68.64,1,6.21718E+25
9604,1E+15,11/27/15,0,1,6.6821E+24
1396,1E+15,10/14/15,5.64,1,6.2042E+25
9604,1E+15,6/8/15,8.9,1,6.2424E+24
1396,6880017012,12/9/15,10.66,1,6.26065E+25
9604,1E+15,6/23/15,62.3,7,6.2688E+24
4823,1E+15,8/14/15,85.96,1,3.37085E+24
9604,1E+15,11/10/15,0,1,6.6021E+24
1396,77105880046,6/17/15,2.65,1,6.0801E+25
4823,1E+15,10/22/15,0,1,3.65055E+23
1396,1E+15,7/21/15,7.32,1,6.1149E+25
4823,1E+15,7/28/15,0,1,3.29885E+24
1396,1E+15,7/26/15,0,1,6.12012E+25
1396,1E+15,10/1/15,7.32,1,6.19034E+25
4823,5610000543,11/4/15,42.7,1,3.71405E+24
9604,1E+15,12/22/15,0,1,6.7763E+23
9604,1E+15,12/22/15,0,1,6.7793E+24
1396,1E+15,12/8/15,0,1,6.25884E+25
9807,1E+15,3/31/15,196.67,1,1.4223E+23
1396,1E+15,8/7/15,8.85,1,6.13244E+25
9604,1E+15,11/28/15,0,1,6.6834E+24
9807,5770023220,12/4/15,3.01,1,2.3061E+23
1396,1E+15,4/2/15,0,6,5.99873E+25
1396,1E+15,7/25/15,0,1,6.11943E+25
4823,1E+15,10/8/15,0,1,3.59615E+24
1396,1E+15,10/30/15,0,1,6.22024E+25
1396,77141200003,10/21/15,4.24,1,6.21053E+25
1396,1E+15,8/12/15,43.18,1,6.13778E+25
1396,1E+15,12/21/15,0,1,6.2724E+25
9604,1E+15,12/5/15,0,1,6.7141E+24
1396,77105880046,5/8/15,2.47,1,6.0397E+25
1396,1E+15,7/26/15,5.34,1,6.12012E+25
1396,1E+15,7/25/15,0,1,6.11952E+25
1396,1E+15,12/31/15,0,1,6.28155E+25
1396,77105810443,6/18/15,13.87,1,6.082E+25
1396,1E+15,4/24/15,205.31,2,6.02318E+25
1396,5770041657,4/30/15,3.19,1,6.02958E+25
1396,6210000000,11/21/15,10.64,2,6.24196E+25
1396,1E+15,7/14/15,1.76,1,6.10747E+25
9604,1E+15,12/8/15,0,1,6.7273E+24
1396,1E+15,11/23/15,7.1,1,6.24328E+25
9604,1E+15,11/24/15,0,1,6.6659E+24
1396,1E+15,6/22/15,0,1,6.08414E+24
1396,6800079282,6/26/15,3.19,1,6.09063E+25
1396,5960006064,12/29/15,11.71,2,6.27892E+25
9807,1E+15,9/14/15,1422.58,1,1.9999E+24
4823,6210705525,4/14/15,24.9,1,2.83415E+24
1396,5770022997,9/22/15,3.19,1,6.18054E+25
1396,78616265003,6/12/15,5.32,1,6.07592E+25
9807,4138822031,8/19/15,6.21,1,1.9087E+24
9604,1E+15,8/18/15,8.9,1,6.3704E+24
9807,1E+15,8/13/15,7.21,1,1.8885E+23
1396,77105810465,8/1/15,12.09,1,6.12665E+25
1396,1E+15,11/23/15,40.92,1,6.24348E+25
4823,1E+15,12/21/15,6.37,1,3.89845E+24
9604,1E+15,1/8/16,0,1,6.8376E+24
4823,77105880168,7/7/15,4.43,1,3.20655E+24
4823,5980048282,11/4/15,9.42,1,3.71405E+24
4823,77663910001,10/5/15,1.98,1,3.58085E+24
9604,1E+15,12/1/15,0,1,6.6962E+24
4823,1E+15,1/28/16,29.49,1,4.04255E+24
4823,5610000872,11/26/15,61.36,3,3.79915E+24
1396,1E+15,10/8/15,44.32,1,6.19861E+25
4823,1E+15,10/9/15,0,1,3.60535E+24
1396,6081506201,7/22/15,25.79,1,6.11701E+25
4823,6900001425,5/26/15,12.34,7,3.01755E+24
9604,1E+15,10/19/15,0,1,6.5049E+23
1396,1E+15,6/16/15,80.28,2,6.07925E+25
1396,5873970193,4/7/15,17.78,1,6.00201E+25
1396,77105810585,6/9/15,24.01,1,6.07266E+25
1396,5980000021,9/16/15,3.19,1,6.17351E+25
1396,6210700438,10/11/15,24.01,1,6.2008E+25
9807,5760618055,9/23/15,4.43,1,2.0333E+24
9604,1E+15,12/10/15,0,1,6.735E+24
1396,77105810709,12/22/15,26.68,1,6.27346E+25
1396,5960006059,8/23/15,4.97,1,6.14955E+25
1396,6410085266,7/10/15,1.94,1,6.10356E+25
1396,1E+15,10/24/15,0,1,6.2144E+25
1396,6369100790,12/8/15,16.54,1,6.25879E+25
1396,77105880035,5/7/15,1.58,1,6.03835E+25
9604,1E+15,12/17/15,0,1,6.7606E+24
1396,1E+15,12/15/15,0,1,6.26672E+25
1396,1E+15,7/14/15,142.38,1,6.10798E+25
1396,77105810211,8/3/15,11.55,1,6.1271E+25
1396,1E+15,10/23/15,0,1,6.2138E+25
9604,1E+15,12/18/15,0,1,6.7653E+24
1396,1E+15,12/5/15,0,1,6.25664E+25
9604,1E+15,11/16/15,0,1,6.6296E+24
1396,1E+15,8/17/15,17.66,1,6.14262E+25
1396,6210749450,12/29/15,19.56,1,6.27843E+25
1396,62064100074,9/1/15,21.34,1,6.15804E+25
1396,1E+15,9/23/15,40.53,1,6.18129E+25
1396,1E+15,7/5/15,21.95,3,6.09814E+25
9807,6454130137,11/27/15,13.33,1,2.2791E+24
4823,77105810409,6/12/15,18.67,1,3.10125E+23
9604,1E+15,12/12/15,0,1,6.7418E+23
1396,1E+15,7/26/15,0,1,6.11997E+25
9604,1E+15,11/19/15,0,1,6.6451E+23
9604,1E+15,12/7/15,0,1,6.7178E+23
9807,1E+15,8/12/15,2.15,1,1.8871E+24
1396,77105890016,11/5/15,12.71,6,6.22649E+25
4823,1E+15,1/8/16,0,1,3.96555E+24
9604,1E+15,1/18/16,0,1,6.8691E+24
9807,77105840003,11/26/15,3.19,1,2.2771E+24
1396,1E+15,6/12/15,0,1,6.07562E+25
1396,1E+15,10/30/15,0,1,6.22035E+25
1396,1E+15,4/22/15,27.38,1,6.01962E+24
9807,1E+15,4/13/15,20.33,1,1.4599E+24
9604,1E+15,12/18/15,8.9,1,6.7639E+23
9604,1E+15,7/21/15,8.9,1,6.316E+23
9807,5639429012,11/6/15,27.57,1,2.2102E+24
1396,6700000829,10/19/15,2.3,1,6.20779E+24
9604,1E+15,11/20/15,0,1,6.6499E+23
9604,1E+15,1/19/16,0,1,6.8751E+24
4823,1E+15,4/24/15,26.18,1,2.88395E+24
9807,83215400001,12/29/15,158.42,1,2.3836E+24
1396,77105810249,11/27/15,6.75,1,6.24876E+25
1396,1E+15,8/28/15,137.43,1,6.15427E+24
4823,6454130052,7/20/15,32.91,1,3.25815E+24
9604,1E+15,12/8/15,0,1,6.7216E+23
9807,1E+15,4/29/15,30.3,1,1.5255E+24
4823,1E+15,9/15/15,34.12,1,3.49665E+24
4823,6081506203,4/15/15,25.79,1,2.84195E+24
1396,1E+15,12/22/15,0,1,6.27458E+25
9604,1E+15,11/25/15,0,1,6.6736E+24
1396,1E+15,4/18/15,0,1,6.01616E+25
4823,1E+15,12/11/15,0,1,3.86455E+24
1396,1E+15,10/11/15,0,1,6.2007E+25
1396,1E+15,10/8/15,0,1,6.19825E+25
4823,1E+15,10/28/15,29.94,1,3.68115E+24
1396,41600000235,8/14/15,2.67,1,6.13993E+25
1396,1E+15,11/1/15,0,1,6.22113E+25
9604,1E+15,11/20/15,0,1,6.6529E+24
1396,77105840001,9/29/15,6.75,1,6.18758E+25
9807,1E+15,12/16/15,-44.5,-1,2.3524E+24
9807,83215400008,8/6/15,158.42,1,1.8684E+24
1396,1E+15,4/23/15,0,5,6.02096E+25
1396,8390000626,10/27/15,5.14,1,6.21654E+25
9604,1E+15,10/6/15,8.9,1,6.4747E+24
1396,6410085266,9/17/15,1.94,1,6.17542E+25
9604,1E+15,11/15/15,0,1,6.6264E+24
1396,1E+15,8/18/15,0,1,6.14465E+25
9807,77105880035,6/24/15,2.46,2,1.7263E+24
4823,62147801980,6/1/15,1.78,1,3.04005E+24
9604,1E+15,1/5/16,8.9,1,6.8251E+24
1396,1E+15,4/10/15,0,1,6.00686E+25
1396,77105810088,9/15/15,17.78,1,6.17235E+25
1396,62572061556,12/16/15,10.66,1,6.26703E+25
1396,1E+15,8/21/15,3.01,1,6.14772E+25
9807,1E+15,9/4/15,44.5,1,1.973E+24
4823,1E+15,9/9/15,0,1,3.46845E+23
1396,1E+15,7/27/15,40.71,1,6.12031E+24
1396,77105811186,4/23/15,19.56,1,6.02085E+25
1396,1E+15,8/18/15,0,1,6.14472E+25
1396,1E+15,8/20/15,16.61,1,6.14722E+25
9604,1E+15,1/7/16,8.9,1,6.8296E+23
1396,1E+15,12/11/15,18.97,1,6.2621E+25
4823,1E+15,5/27/15,28.84,2,3.02335E+24
4823,1E+15,4/28/15,38.34,1,2.89735E+24
1396,77105810775,8/27/15,20.45,1,6.15358E+25
4823,1E+15,12/11/15,0,1,3.86825E+24
9604,1E+15,10/9/15,8.9,1,6.4801E+23
1396,1E+15,7/10/15,0,3,6.10437E+25
1396,1E+15,10/5/15,4.13,1,6.19381E+25
1396,5849642244,9/10/15,3.19,1,6.16733E+25
4823,77105880162,10/20/15,7.64,1,3.64295E+24
1396,78616265007,12/22/15,5.14,1,6.27385E+25
9807,77105811252,11/9/15,17.78,1,2.2157E+24
9807,1E+15,11/20/15,0,1,2.2526E+23
4823,1E+15,6/9/15,118.42,2,3.08635E+24
9807,1E+15,1/26/16,17.8,1,2.4811E+24
1396,1E+15,12/27/15,0,1,6.27715E+25
1396,77105810483,6/1/15,9.77,1,6.06373E+25
1396,1E+15,10/28/15,51.44,1,6.21781E+25
1396,6700000928,4/27/15,2.12,1,6.02559E+25
9604,1E+15,12/10/15,0,1,6.7333E+24
9807,77105810790,12/9/15,26.68,1,2.3232E+24
4823,1E+15,6/5/15,62.12,2,3.06865E+23
4823,1E+15,4/22/15,49,2,2.86915E+23
9604,1E+15,12/14/15,0,1,6.7475E+24
9604,1E+15,5/14/15,8.9,1,6.1994E+24
9807,1E+15,7/21/15,133.5,3,1.8133E+24
9604,1E+15,11/20/15,0,1,6.6536E+24
9604,1E+15,12/10/15,0,1,6.7328E+24
4823,1E+15,5/11/15,104.82,13,2.95875E+24
9604,1E+15,12/8/15,0,1,6.7226E+24
1396,1E+15,10/2/15,0,1,6.1922E+25
4823,1E+15,12/29/15,0,1,3.92725E+24
4823,1E+15,5/14/15,63.58,1,2.97405E+24
1396,5849682960,12/8/15,3.19,1,6.25959E+25
9807,77105840077,12/8/15,2.65,1,2.3185E+24
9604,1E+15,12/15/15,0,1,6.7508E+24
9604,1E+15,12/11/15,0,1,6.7388E+23
1396,1E+15,12/2/15,0,1,6.25318E+25
4823,1E+15,10/15/15,49.02,1,3.62215E+24
1396,1E+15,4/10/15,0,1,6.00703E+25
9807,1E+15,12/9/15,15.17,1,2.3263E+24
1396,1E+15,8/12/15,0,1,6.13773E+25
4823,6120000054,5/6/15,6.02,2,2.93135E+24
9807,62064100074,5/28/15,21.34,1,1.6345E+23
9604,1E+15,12/22/15,0,1,6.7798E+24
9604,1E+15,11/10/15,0,1,6.5981E+24
9604,1E+15,12/13/15,0,1,6.7436E+24
1396,77105880048,11/6/15,3.19,1,6.22754E+25
1396,1E+15,6/18/15,33.18,2,6.08123E+25
1396,1E+15,6/29/15,0,2,6.09263E+25
1396,6210000240,8/26/15,2.12,1,6.15235E+25
1396,5770062803,1/29/16,3.19,1,6.3104E+25
9604,1E+15,11/28/15,0,1,6.6834E+24
4823,77105890016,10/26/15,2.12,1,3.66375E+24
1396,1E+15,8/25/15,47.58,1,6.15192E+25
9807,1E+15,6/5/15,0,1,1.6659E+23
4823,77105840405,7/7/15,2.65,1,3.20625E+24
4823,1E+15,8/27/15,45.55,1,3.42885E+24
4823,5980000021,9/10/15,2.83,1,3.48175E+24
4823,5650035775,4/21/15,11.55,1,2.86245E+23
9604,1E+15,11/3/15,0,1,6.5634E+24
1396,1E+15,8/25/15,8.99,1,6.15197E+25
1396,5849635277,5/15/15,3.19,1,6.04699E+25
4823,5490000030,9/17/15,1.76,1,3.50455E+24
9604,1E+15,4/16/15,17.8,2,6.1407E+23
9604,1E+15,12/4/15,0,1,6.7121E+23
9604,1E+15,11/27/15,0,1,6.6816E+24
1396,1E+15,4/24/15,17.76,7,6.02213E+25
1396,77105880047,4/10/15,2.47,1,6.00666E+25
4823,1E+15,11/27/15,0,1,3.81135E+24
9604,1E+15,1/12/16,0,1,6.8471E+24
4823,6170072100,4/17/15,15.11,1,2.85095E+24
1396,1E+15,12/18/15,7.32,1,6.26982E+25
4823,5847811131,10/2/15,22.23,1,3.57355E+23
4823,77105880047,10/21/15,2.83,1,3.65005E+24
1396,1E+15,7/8/15,1.78,1,6.10206E+25
1396,1E+15,8/27/15,30.19,1,6.15357E+25
1396,1E+15,10/12/15,3.56,1,6.20099E+25
9604,1E+15,1/4/16,0,1,6.8176E+24
9807,1E+15,12/9/15,6.09,1,2.3271E+24
9604,1E+15,4/28/15,8.9,1,6.1654E+24
1396,1E+15,11/18/15,125.28,1,6.23865E+25
4823,1E+15,10/23/15,3.54,1,3.65895E+24
