trans_dt,store_location_key,product_key,sales,units,trans_id
1/28/16,7167,1.00E+15,41.81,,3.87E+22
9/29/15,6973,1.00E+15,2.17,,3.15E+25
11/10/15,6973,1.00E+15,0.62,,3.16E+25
10/1/15,6973,77105880035,1.58,,3.15E+25
5/20/15,6973,77105810099,20.45,,3.09E+25
1/25/16,7167,1.00E+15,104.11,,9.57E+21
5/26/15,6973,1.00E+15,1.78,,3.10E+25
12/8/15,6973,1.00E+15,0,,3.17E+25
10/2/15,6973,1.00E+15,0,,3.15E+25
6/18/15,6973,5770021599,3.01,,3.11E+25
8/31/15,6973,5770032944,3.19,,3.13E+25
11/26/15,6973,1.00E+15,0,,3.17E+24
7/14/15,6973,1.00E+15,0,,3.12E+25
10/16/15,6973,6700000829,2.3,,3.15E+25
10/9/15,6973,1.00E+15,0,,3.15E+25
1/12/16,6973,1.00E+15,0,,3.19E+25
4/30/15,6973,6700000829,2.12,,3.09E+25
11/2/15,6973,1.00E+15,0,,3.16E+25
12/10/15,6973,1.00E+15,7.71,,3.17E+25
12/8/15,6973,77105810640,12.44,,3.17E+25
6/30/15,6973,1.00E+15,1.78,,3.11E+25
11/23/15,6973,1.00E+15,0,,3.17E+25
10/28/15,6973,1.00E+15,0,,3.16E+25
12/31/15,6973,6210700610,19.56,,3.18E+25
1/19/16,6973,1.00E+15,0,,3.19E+25
9/8/15,6973,1.00E+15,0,,3.14E+25
6/12/15,6973,1.00E+15,84.55,,2.02E+24
10/22/15,6973,6625906411,4.43,,3.16E+25
12/10/15,6973,1.00E+15,7.32,,3.17E+25
11/25/15,6973,6260096075,21.34,,3.17E+25
10/7/15,6973,1.00E+15,0,,3.15E+24
1/12/16,6973,77105810493,8.53,,3.19E+25
7/10/15,6973,1.00E+15,18.32,,2.03E+24
9/11/15,6973,5770021599,3.01,,3.14E+25
4/10/15,6973,1.00E+15,0,,3.08E+25
4/6/15,6973,1.00E+15,1.78,,3.07E+25
12/21/15,6973,1.00E+15,7.32,,3.18E+25
6/1/15,6973,6410085252,6.75,,3.10E+25
8/20/15,6973,1.00E+15,0,,3.13E+25
4/7/15,6973,1.00E+15,0,,3.07E+24
9/14/15,6973,1.00E+15,0,,3.14E+25
10/15/15,6973,1.00E+15,155.2,,2.07E+24
12/11/15,6973,1.00E+15,1.64,,3.17E+24
9/22/15,6973,1.00E+15,15.72,,2.06E+23
11/10/15,6973,77105810425,9.42,,3.16E+25
10/27/15,6973,1.00E+15,7.32,,3.16E+25
4/20/15,6973,77105880035,1.58,,3.08E+25
8/4/15,6973,77105810397,37.36,,3.13E+25
12/2/15,6973,5770033148,3.19,,3.17E+25
11/12/15,6973,77105810228,23.12,,3.16E+25
11/11/15,6973,6210000241,2.3,,3.16E+25
12/10/15,6973,1.00E+15,0,,3.17E+25
9/15/15,6973,1.00E+15,10.66,,3.14E+24
7/8/15,6973,62527303214,37.36,,3.12E+25
10/9/15,6973,6210700426,48.04,,3.15E+25
10/9/15,6973,1.00E+15,14.22,,3.15E+25
8/7/15,6973,1.00E+15,51.21,,2.04E+24
4/17/15,6973,5113165300,12.09,,3.08E+25
10/5/15,6973,1.00E+15,1.78,,3.15E+25
5/13/15,6973,1.00E+15,42.1,,2.02E+24
10/16/15,6973,1.00E+15,88.98,,3.15E+25
12/17/15,6973,77105810408,22.23,,3.18E+25
12/15/15,6973,1.00E+15,0,,3.18E+25
1/4/16,6973,1.00E+15,7.32,,3.18E+25
11/24/15,6973,1.00E+15,0,,3.17E+25
1/27/16,7167,1.00E+15,9.35,,2.22E+22
10/19/15,6973,4203710319,33.8,,3.15E+25
7/6/15,6973,1.00E+15,25.51,,3.11E+25
12/22/15,6973,1.00E+15,2.17,,3.18E+25
9/30/15,6973,1.00E+15,11.55,,3.15E+25
9/8/15,6973,1.00E+15,0,,3.14E+24
11/5/15,6973,1.00E+15,0,,3.16E+25
10/9/15,6973,1.00E+15,0,,3.15E+25
10/5/15,6973,1.00E+15,18.87,,3.15E+25
10/29/15,6973,6410085266,2.47,,3.16E+25
4/7/15,6973,6968216200,8.63,,3.07E+25
4/2/15,6973,1.00E+15,35.58,,3.07E+25
5/19/15,6973,1.00E+15,7.32,,3.09E+25
9/18/15,6973,1.00E+15,0,,3.14E+25
11/25/15,6973,1.00E+15,7.32,,3.17E+25
1/28/16,7167,1.00E+15,10.02,,3.71E+22
7/8/15,6973,1.00E+15,92.49,,3.12E+25
1/29/16,7167,1.00E+15,98.7,,5.73E+22
12/3/15,6973,7339000011,3.01,,3.17E+25
5/21/15,6973,6210000240,2.12,,3.09E+25
8/14/15,6973,6625906411,3.72,,3.13E+25
11/11/15,6973,1.00E+15,0,,3.16E+25
10/26/15,6973,5770022296,6.37,,3.16E+24
1/11/16,6973,1.00E+15,1.78,,3.19E+25
7/9/15,6973,1.00E+15,0,,3.12E+25
1/5/16,6973,1.00E+15,7.32,,3.18E+24
6/1/15,6973,1.00E+15,1.78,,3.10E+25
9/14/15,6973,1.00E+15,0,,3.14E+25
8/26/15,6973,5639405695,22.23,,3.13E+25
12/4/15,6973,1.00E+15,0,,3.17E+25
3/31/15,6973,1.00E+15,0,,3.07E+25
4/21/15,6973,1.00E+15,237.67,,2.01E+24
10/28/15,6973,1.00E+15,1.09,,3.16E+25
8/7/15,6973,1.00E+15,178.36,,2.04E+24
12/23/15,6973,5847810306,24.9,,3.18E+24
9/25/15,6973,6490007069,1.76,,3.15E+25
10/1/15,6973,5849635277,3.19,,3.15E+25
10/6/15,6973,1.00E+15,0,,3.15E+25
11/5/15,6973,77105804101,32.02,,3.16E+25
11/24/15,6973,1.00E+15,0,,3.17E+24
4/6/15,6973,77105880036,6.21,,3.07E+25
12/28/15,6973,1.00E+15,8.88,,3.18E+25
4/29/15,6973,1.00E+15,13.58,,3.08E+25
1/20/16,6973,3660230032,9.77,,3.19E+25
7/9/15,6973,87279800078,34.34,,3.12E+25
4/2/15,6973,1.00E+15,3.56,,3.07E+25
5/25/15,6973,6490040955,3.54,,3.10E+25
9/1/15,6973,1.00E+15,0,,3.14E+25
10/16/15,6973,1.00E+15,1.78,,3.15E+25
7/13/15,6973,1.00E+15,0,,3.12E+24
1/27/16,7167,1.00E+15,9.83,,2.56E+22
11/27/15,6973,5770022118,4.97,,3.17E+25
12/21/15,6973,1.00E+15,0,,3.18E+25
6/12/15,6973,77105810883,17.05,,3.10E+24
4/27/15,6973,77105880035,1.58,,3.08E+25
11/23/15,6973,1.00E+15,0,,3.17E+25
6/25/15,6973,5980000003,3.19,,3.11E+25
12/4/15,6973,6700000932,2.3,,3.17E+25
9/30/15,6973,1.00E+15,11.55,,3.15E+25
10/23/15,6973,5873832663,17.78,,3.16E+25
7/7/15,6973,1.00E+15,8.88,,3.11E+25
10/28/15,6973,5849642239,3.36,,3.16E+25
10/15/15,6973,1.00E+15,66.64,,2.07E+24
10/15/15,6973,1.00E+15,7.32,,2.07E+24
11/25/15,6973,1.00E+15,7.32,,3.17E+25
5/4/15,6973,1.00E+15,53.56,,3.09E+25
12/18/15,6973,1.00E+15,75.28,,3.18E+25
9/11/15,6973,1.00E+15,0,,3.14E+25
11/12/15,6973,1.00E+15,0,,3.16E+25
8/14/15,6973,77904000899,3.42,,3.13E+25
1/5/16,6973,6458900111,23.12,,3.18E+25
10/16/15,6973,5770022995,3.19,,3.15E+25
5/13/15,6973,1.00E+15,109.74,,2.02E+24
10/28/15,6973,6170090032,62.28,,3.16E+25
1/4/16,6973,1.00E+15,0,,3.18E+25
9/1/15,6973,5980000060,6.37,,3.14E+25
5/28/15,6973,1.00E+15,1.78,,3.10E+25
11/24/15,6973,1.00E+15,0,,3.17E+25
9/10/15,6973,5980000011,12.74,,3.14E+24
6/16/15,6973,36519732601,8.76,,3.11E+25
7/6/15,6973,5849640461,1.71,,3.11E+25
9/8/15,6973,6490042414,5.86,,3.14E+25
10/13/15,6973,1.00E+15,13.58,,3.15E+25
6/16/15,6973,1.00E+15,99.63,,3.10E+24
7/7/15,6973,1.00E+15,27.32,,3.11E+25
10/29/15,6973,1.00E+15,7.32,,3.16E+25
6/15/15,6973,1.00E+15,21.95,,3.10E+25
10/21/15,6973,1.00E+15,26.18,,3.15E+25
11/19/15,6973,1.00E+15,0,,3.17E+25
1/29/16,7167,1.00E+15,19.1,,5.47E+22
10/22/15,6973,1.00E+15,0,,3.16E+25
1/5/16,6973,1.00E+15,10.88,,3.18E+24
9/29/15,6973,1.00E+15,16.41,,3.15E+25
1/19/16,6973,1.00E+15,10.88,,3.19E+25
1/6/16,6973,5849635277,3.36,,3.18E+25
10/28/15,6973,1.00E+15,0,,3.16E+25
12/29/15,6973,6700000829,2.3,,3.18E+25
10/22/15,6973,1.00E+15,1.78,,3.16E+25
4/8/15,6973,1.00E+15,0,,3.07E+25
11/13/15,6973,1.00E+15,71.41,,2.08E+24
4/29/15,6973,1.00E+15,0,,3.08E+25
10/30/15,6973,1.00E+15,51.42,,3.16E+25
1/11/16,6973,77105880035,1.76,,3.19E+25
4/21/15,6973,1.00E+15,255.91,,3.08E+25
6/12/15,6973,1.00E+15,24.9,,2.02E+24
1/18/16,6973,1.00E+15,10.88,,3.19E+25
10/2/15,6973,1.00E+15,51.07,,3.15E+25
10/26/15,6973,5980000003,3.36,,3.16E+25
7/29/15,6973,77105810228,22.23,,3.12E+25
7/15/15,6973,1.00E+15,-76.52,,3.12E+24
7/10/15,6973,1.00E+15,0,,3.12E+25
10/7/15,6973,6202152800,48.04,,3.15E+25
1/27/16,6973,1.00E+15,7.32,,3.19E+25
5/29/15,6973,6120022501,8.53,,3.10E+24
1/29/16,7167,6210739130,32.02,,4.67E+21
10/28/15,6973,5980000011,3.36,,3.16E+25
11/30/15,6973,1.00E+15,112.3,,3.17E+25
4/20/15,6973,5610077433,15.65,,3.08E+24
4/15/15,6973,1.00E+15,124.46,,3.08E+25
4/21/15,6973,1.00E+15,165.22,,2.01E+24
9/1/15,6973,5980021692,3.19,,3.14E+25
4/28/15,6973,1.00E+15,7.32,,3.08E+25
4/10/15,6973,1.00E+15,0,,3.08E+25
1/29/16,7167,1.00E+15,17.43,,5.67E+22
7/10/15,6973,1.00E+15,10.75,,2.03E+24
5/19/15,6973,1.00E+15,52.85,,3.09E+25
4/20/15,6973,5980000002,3.19,,3.08E+25
11/18/15,6973,77105810007,26.98,,3.17E+25
5/11/15,6973,77105880035,1.58,,3.09E+25
11/20/15,6973,1.00E+15,0,,3.17E+25
11/23/15,6973,1.00E+15,7.21,,3.17E+25
5/27/15,6973,6752000006,30.78,,3.10E+25
12/23/15,6973,1.00E+15,23.12,,3.18E+25
7/16/15,6973,1.00E+15,128.84,,3.12E+25
8/12/15,6973,5980029944,2.3,,3.13E+25
4/15/15,6973,77105880035,1.58,,3.08E+25
4/24/15,6973,77105880035,3.17,,3.08E+25
5/22/15,6973,77105880035,1.58,,3.10E+25
11/24/15,6973,1.00E+15,6.14,,3.17E+25
8/24/15,6973,5980021692,3.19,,3.13E+25
10/15/15,6973,1.00E+15,0,,3.15E+25
12/10/15,6973,1.00E+15,0,,3.17E+25
12/18/15,6973,1.00E+15,1.78,,3.18E+24
6/19/15,6973,6458900213,7.81,,3.11E+25
10/8/15,6973,1.00E+15,0,,3.15E+25
11/9/15,6973,1.00E+15,7.32,,3.16E+25
11/4/15,6973,77105880035,1.76,,3.16E+25
9/1/15,6973,77105804099,23.12,,3.14E+24
10/14/15,6973,1.00E+15,0,,3.15E+24
5/13/15,6973,5854212001,5.86,,3.09E+25
11/26/15,6973,6210000240,2.3,,3.17E+25
1/29/16,7167,1.00E+15,45.62,,5.88E+22
11/11/15,6973,1.00E+15,0,,3.16E+25
4/28/15,6973,1.00E+15,14.63,,3.08E+25
11/26/15,6973,1.00E+15,0,,3.17E+25
5/13/15,6973,1.00E+15,0,,3.09E+25
9/23/15,6973,1.00E+15,0,,3.14E+24
11/5/15,6973,1.00E+15,0,,3.16E+24
5/4/15,6973,1.00E+15,9.9,,3.09E+25
5/15/15,6973,1.00E+15,0,,3.09E+25
5/5/15,6973,6410085268,1.94,,3.09E+25
12/9/15,6973,1.00E+15,0,,3.17E+25
10/20/15,6973,1.00E+15,0,,3.15E+25
12/9/15,6973,1.00E+15,7.32,,3.17E+25
11/12/15,6973,1.00E+15,20.26,,3.16E+25
8/18/15,6973,1.00E+15,-78.5,,3.13E+25
8/10/15,6973,1.00E+15,1.78,,2.05E+24
8/11/15,6973,41600000235,3.56,,3.13E+25
12/24/15,6973,1.00E+15,0,,3.18E+25
5/13/15,6973,1.00E+15,61.09,,2.02E+24
8/10/15,6973,1.00E+15,0,,3.13E+25
8/6/15,6973,1.00E+15,0,,3.13E+25
8/7/15,6973,1.00E+15,255.52,,2.04E+24
10/6/15,6973,1.00E+15,1.78,,3.15E+25
4/22/15,6973,1.00E+15,61.82,,3.08E+25
10/20/15,6973,6210000240,2.3,,3.15E+25
7/6/15,6973,1.00E+15,11.39,,3.11E+25
12/8/15,6973,1.00E+15,11.55,,3.17E+25
7/14/15,6973,1.00E+15,62.62,,3.12E+25
12/21/15,6973,1.00E+15,8.88,,3.18E+25
8/4/15,6973,1.00E+15,42.11,,3.13E+25
11/9/15,6973,1.00E+15,7.32,,3.16E+25
11/16/15,6973,1.00E+15,16.59,,3.16E+25
4/22/15,6973,77105880035,1.58,,3.08E+25
4/9/15,6973,7830008109,12.09,,3.08E+25
11/25/15,6973,77105803795,24.01,,3.17E+25
7/16/15,6973,6360167726,39.14,,3.12E+25
9/23/15,6973,1.00E+15,7.32,,3.14E+25
12/29/15,6973,1.00E+15,7.32,,3.18E+25
5/29/15,6973,1.00E+15,0,,3.10E+25
4/14/15,6973,1.00E+15,38.96,,3.08E+25
1/27/16,7167,1.00E+15,52.76,,2.97E+22
1/28/16,7167,1.00E+15,234.34,,3.52E+22
9/9/15,6973,1.00E+15,17.8,,3.14E+25
6/9/15,6973,1.00E+15,0,,3.10E+25
9/1/15,6973,72225212109,13.3,,3.14E+25
12/22/15,6973,1.00E+15,0,,3.18E+25
1/27/16,7167,1.00E+15,27.48,,2.86E+22
6/16/15,6973,77105880035,1.58,,3.11E+25
11/12/15,6973,1.00E+15,0,,3.16E+25
11/20/15,6973,1.00E+15,0,,3.17E+25
7/30/15,6973,1.00E+15,3.56,,3.12E+25
4/22/15,6973,77105890009,85.33,,3.08E+25
11/18/15,6973,1.00E+15,1.78,,3.17E+25
1/25/16,7167,1.00E+15,25.88,,6.57E+21
12/22/15,6973,1.00E+15,0,,3.18E+25
12/18/15,6973,1.00E+15,0,,3.18E+25
12/30/15,6973,6360108701,48.93,,3.18E+25
4/2/15,6973,1.00E+15,22.87,,3.07E+25
12/21/15,6973,1.00E+15,312.16,,3.18E+25
11/13/15,6973,1.00E+15,19.56,,3.16E+25
11/6/15,6973,1.00E+15,0,,3.16E+25
10/13/15,6973,77105810163,27.73,,3.15E+25
9/29/15,6973,1.00E+15,7.32,,3.15E+25
10/15/15,6973,1.00E+15,99.75,,2.07E+24
10/28/15,6973,77105810584,16,,3.16E+25
1/5/16,6973,1.00E+15,0,,3.18E+25
10/14/15,6973,6081500705,11.2,,3.15E+24
1/21/16,6973,1.00E+15,10.88,,3.19E+25
5/25/15,6973,1.00E+15,368.44,,3.10E+25
7/8/15,6973,1.00E+15,0,,3.11E+25
5/27/15,6973,1.00E+15,3.56,,3.10E+25
9/15/15,6973,1.00E+15,1.78,,3.14E+25
5/5/15,6973,1.00E+15,7.32,,3.09E+25
12/15/15,6973,1.00E+15,0,,3.18E+25
12/4/15,6973,1.00E+15,0,,3.17E+25
10/26/15,6973,1.00E+15,1.78,,3.16E+25
1/6/16,6973,1.00E+15,1.78,,3.18E+25
11/13/15,6973,1.00E+15,0,,3.16E+25
1/4/16,6973,1.00E+15,0,,3.18E+25
1/7/16,6973,1.00E+15,2.17,,3.18E+25
5/11/15,6973,1.00E+15,110.88,,3.09E+25
9/25/15,6973,6230001938,17.78,,3.15E+25
7/28/15,6973,1.00E+15,0,,3.12E+25
12/4/15,6973,1.00E+15,7.32,,3.17E+25
10/28/15,6973,5610010281,8.49,,3.16E+25
8/6/15,6973,1.00E+15,0.87,,3.13E+25
7/6/15,6973,1.00E+15,39.18,,3.11E+24
4/30/15,6973,5770033148,3.19,,3.09E+25
9/28/15,6973,6490040965,4.08,,3.15E+25
9/9/15,6973,1.00E+15,36.63,,3.14E+25
4/21/15,6973,1.00E+15,104.17,,2.01E+24
10/13/15,6973,5899700006,4.97,,3.15E+25
7/9/15,6973,1.00E+15,36.58,,3.12E+24
6/23/15,6973,1.00E+15,0,,3.11E+25
12/10/15,6973,1.00E+15,0,,3.17E+25
1/25/16,6973,77105880035,1.76,,3.19E+25
11/18/15,6973,5770022648,4.97,,3.17E+25
4/29/15,6973,1.00E+15,0,,3.08E+25
5/4/15,6973,77703400038,4.2,,3.09E+25
1/15/16,6973,1.00E+15,22.52,,2.10E+24
4/22/15,6973,6490007069,1.76,,3.08E+25
1/15/16,6973,1.00E+15,0,,3.19E+25
10/2/15,6973,1.00E+15,0,,3.15E+25
8/31/15,6973,1.00E+15,91.65,,3.14E+25
6/12/15,6973,1.00E+15,101.55,,2.02E+24
9/22/15,6973,5565630205,9.77,,3.14E+25
1/5/16,6973,1.00E+15,2.17,,3.18E+25
4/9/15,6973,5650012025,14.22,,3.08E+25
4/16/15,6973,1.00E+15,0,,3.08E+25
11/20/15,6973,1.00E+15,0,,3.17E+25
12/21/15,6973,1.00E+15,15.18,,3.18E+25
11/18/15,6973,1.00E+15,0,,3.17E+25
11/19/15,6973,1.00E+15,2.17,,3.17E+25
6/9/15,6973,6260096190,32.02,,3.10E+24
10/9/15,6973,1.00E+15,0,,3.15E+25
12/23/15,6973,1.00E+15,7.32,,3.18E+25
10/20/15,6973,1.00E+15,2.17,,3.15E+25
6/24/15,6973,6700000829,2.12,,3.11E+25
11/2/15,6973,5770062821,10.66,,3.16E+25
1/26/16,7167,1.00E+15,23.67,,1.63E+22
10/13/15,6973,1.00E+15,0,,3.15E+25
10/13/15,6973,1.00E+15,0,,3.15E+25
1/28/16,7167,1.00E+15,6.37,,3.71E+22
11/13/15,6973,1.00E+15,0,,3.16E+25
11/9/15,6973,1.00E+15,0,,3.16E+25
3/31/15,6973,1.00E+15,7.32,,3.07E+25
11/16/15,6973,1.00E+15,10.68,,3.16E+25
4/21/15,6973,1.00E+15,0,,3.08E+25
10/30/15,6973,1.00E+15,0,,3.16E+25
7/10/15,6973,5980000003,6.37,,3.12E+25
10/15/15,6973,1.00E+15,162.55,,2.07E+24
5/27/15,6973,1.00E+15,0,,3.10E+25
6/24/15,6973,3600019703,48.04,,3.11E+25
10/16/15,6973,1.00E+15,2.12,,3.15E+25
8/24/15,6973,6672100298,7.1,,3.13E+25
11/27/15,6973,1.00E+15,10.38,,3.17E+25
11/23/15,6973,1.00E+15,2.17,,3.17E+25
1/21/16,6973,1.00E+15,0,,3.19E+25
1/7/16,6973,1.00E+15,56.76,,3.18E+25
7/10/15,6973,1.00E+15,0,,3.12E+25
9/8/15,6973,1.00E+15,0,,3.14E+25
12/21/15,6973,1.00E+15,0,,3.18E+25
7/14/15,6973,5980000003,3.19,,3.12E+25
10/15/15,6973,1.00E+15,71.75,,2.07E+24
6/24/15,6973,77703400038,1.05,,3.11E+25
7/3/15,6973,1.00E+15,0,,3.11E+25
9/16/15,6973,1.00E+15,7.32,,3.14E+25
11/24/15,6973,1.00E+15,0,,2.08E+23
10/19/15,6973,1.00E+15,40.07,,3.15E+25
12/8/15,6973,1.00E+15,2.12,,3.17E+25
8/14/15,6973,1.00E+15,8.24,,3.13E+25
5/1/15,6973,5559944011,16,,3.09E+25
5/14/15,6973,1.00E+15,1.78,,3.09E+25
8/13/15,6973,1.00E+15,0,,3.13E+25
6/12/15,6973,1.00E+15,51.21,,2.03E+24
4/6/15,6973,1.00E+15,0,,3.07E+25
6/3/15,6973,1.00E+15,0,,3.10E+24
11/10/15,6973,77105810161,17.78,,3.16E+24
4/29/15,6973,1.00E+15,7.32,,3.08E+25
6/18/15,6973,1.00E+15,0,,3.11E+25
4/20/15,6973,5980000002,3.19,,3.08E+25
4/9/15,6973,9243780050,8.1,,3.08E+25
10/29/15,6973,1.00E+15,0,,3.16E+25
5/4/15,6973,77105810780,29.35,,3.09E+25
10/22/15,6973,5980000060,3.36,,3.16E+25
1/28/16,7167,1.00E+15,26.82,,3.61E+22
12/9/15,6973,1.00E+15,76.93,,2.09E+23
4/13/15,6973,77105810122,15.11,,3.08E+24
9/21/15,6973,1.00E+15,53.92,,3.14E+25
11/24/15,6973,1.00E+15,7.32,,3.17E+24
6/17/15,6973,7478000073,6.73,,3.11E+25
4/29/15,6973,1.00E+15,0,,3.08E+25
11/13/15,6973,1.00E+15,0,,3.16E+25
6/23/15,6973,1.00E+15,8.88,,3.11E+25
10/26/15,6973,1.00E+15,0,,3.16E+25
9/17/15,6973,1.00E+15,0,,3.14E+24
1/7/16,6973,1.00E+15,10.57,,3.18E+25
1/28/16,6973,1.00E+15,4.95,,3.19E+25
12/29/15,6973,1.00E+15,51.21,,3.18E+24
11/23/15,6973,1.00E+15,0,,3.17E+25
11/13/15,6973,1.00E+15,64.49,,2.08E+24
7/21/15,6973,77105810392,22.23,,3.12E+25
12/10/15,6973,5980000021,3.36,,3.17E+25
11/10/15,6973,77105880035,1.76,,3.16E+25
9/22/15,6973,1.00E+15,222.07,,2.06E+23
12/8/15,6973,1.00E+15,0,,3.17E+25
8/28/15,6973,1.00E+15,1.78,,3.13E+25
11/6/15,6973,1.00E+15,14.69,,3.16E+25
8/28/15,6973,5854208020,7.21,,3.13E+25
9/14/15,6973,1.00E+15,0,,3.14E+25
12/22/15,6973,1.00E+15,7.32,,3.18E+24
5/27/15,6973,1.00E+15,0,,3.10E+25
9/23/15,6973,1.00E+15,0,,3.14E+25
10/8/15,6973,77105880163,8.53,,3.15E+25
9/21/15,6973,1.00E+15,7.32,,3.14E+25
12/11/15,6973,1.00E+15,0,,3.18E+25
11/17/15,6973,1.00E+15,0,,3.17E+25
1/4/16,6973,1.00E+15,7.32,,3.18E+25
12/7/15,6973,1.00E+15,0,,3.17E+25
7/3/15,6973,1.00E+15,0,,3.11E+25
6/30/15,6973,1.00E+15,0,,3.11E+25
4/24/15,6973,1.00E+15,0,,3.08E+25
10/5/15,6973,6723884627,8.53,,3.15E+25
5/8/15,6973,1.00E+15,0,,3.09E+25
12/4/15,6973,1.00E+15,1.78,,3.17E+25
9/28/15,6973,3980008862,13.33,,3.15E+25
1/8/16,6973,1.00E+15,0,,3.18E+25
9/4/15,6973,77105810492,7.1,,3.14E+25
5/1/15,6973,1.00E+15,0,,3.09E+25
6/12/15,6973,1.00E+15,25.54,,2.02E+24
4/14/15,6973,5660079321,3.19,,3.08E+25
7/7/15,6973,1.00E+15,16.41,,3.11E+25
8/31/15,6973,1.00E+15,0,,3.14E+25
1/6/16,6973,6210000240,2.3,,3.18E+25
11/23/15,6973,1.00E+15,0,,3.17E+25
6/23/15,6973,1.00E+15,25.85,,3.11E+25
12/18/15,6973,1.00E+15,7.32,,3.18E+25
11/11/15,6973,1.00E+15,7.32,,3.16E+25
5/28/15,6973,77105880035,1.58,,3.10E+25
5/22/15,6973,1.00E+15,1.78,,3.09E+25
6/5/15,6973,1.00E+15,10.8,,3.10E+25
8/25/15,6973,1.00E+15,12.71,,3.13E+25
5/14/15,6973,5770021587,3.01,,3.09E+25
8/4/15,6973,6202000542,3.54,,3.13E+24
12/3/15,6973,4138831600,9.77,,3.17E+25
1/28/16,7167,62879100523,26.68,,3.41E+21
8/7/15,6973,1.00E+15,70.99,,2.04E+24
6/19/15,6973,5660079321,3.19,,3.11E+25
10/2/15,6973,5760663232,8.88,,3.15E+24
1/27/16,7167,1.00E+15,158.62,,2.51E+22
9/18/15,6973,1.00E+15,0,,3.14E+25
9/8/15,6973,1.00E+15,0,,3.14E+25
4/7/15,6973,5770032944,3.19,,3.07E+25
10/7/15,6973,1.00E+15,151.28,,3.15E+25
6/17/15,6973,1.00E+15,0,,3.11E+25
10/7/15,6973,1.00E+15,1.78,,3.15E+25
8/14/15,6973,1.00E+15,2.17,,3.13E+25
10/16/15,6973,77105890016,6.35,,3.15E+25
7/3/15,6973,1.00E+15,31.03,,3.11E+25
7/22/15,6973,5980001044,2.3,,3.12E+25
4/10/15,6973,1.00E+15,0,,3.08E+25
6/9/15,6973,1.00E+15,75.08,,3.10E+25
1/26/16,7167,1.00E+15,78.93,,2.06E+22
6/24/15,6973,77703400038,2.1,,3.11E+25
8/12/15,6973,77105880035,1.58,,3.13E+24
10/15/15,6973,1.00E+15,89.36,,2.07E+24
11/2/15,6973,1.00E+15,19.56,,3.16E+25
5/29/15,6973,1.00E+15,0,,3.10E+25
11/13/15,6973,1.00E+15,85.17,,3.16E+25
7/8/15,6973,1.00E+15,2.65,,3.11E+24
7/15/15,6973,6700000932,2.12,,3.12E+25
11/4/15,6973,1.00E+15,0,,3.16E+25
1/27/16,7167,1.00E+15,35.76,,2.51E+22
1/4/16,6973,1.00E+15,7.32,,3.18E+25
12/31/15,6973,1.00E+15,0,,3.18E+25
12/9/15,6973,1.00E+15,47.12,,2.09E+23
4/27/15,6973,5621991016,12.09,,3.08E+25
12/15/15,6973,1.00E+15,24.65,,3.18E+25
9/10/15,6973,1.00E+15,46.1,,3.14E+25
1/20/16,6973,1.00E+15,0,,2.11E+24
5/4/15,6973,1.00E+15,129.21,,3.09E+24
10/9/15,6973,1.00E+15,0,,3.15E+25
9/16/15,6973,1.00E+15,1.78,,3.14E+25
12/16/15,6973,1.00E+15,15.04,,3.18E+25
1/27/16,7167,1.00E+15,8.9,,2.22E+22
